"name","size"
"typeB_gifu_2020_12.zip",168838083
"typeB_gumma_2020_12.zip",521099154
"typeB_hiroshima_2020_12.zip",190532407
"typeB_hyogo_2020_12.zip",513777928
"typeB_ishikawa_2020_12.zip",361144759
"typeB_kagawa_2020_12.zip",180760891
"typeB_kagoshima_2020_12.zip",481307145
"typeB_kanagawa_2020_12.zip",1655209521
"typeB_kochi_2020_12.zip",273995793
"typeB_kumamoto_2020_12.zip",614280545
"typeB_kyoto_2020_12.zip",628486893
"typeB_mie_2020_12.zip",238287424
"typeB_miyazaki_2020_12.zip",404661058
"typeB_nagano_2020_12.zip",722116391
"typeB_nagasaki_2020_12.zip",138248651
"typeB_nara_2020_12.zip",785943619
"typeB_niigata_2020_12.zip",564686257
"typeB_oita_2020_12.zip",388833761
"typeB_okayama_2020_12.zip",236545338
"typeB_okinawa_2020_12.zip",371319637
"typeB_osaka_2020_12.zip",1195990402
"typeB_saga_2020_12.zip",188675745
"typeB_saitama_2020_12.zip",747375179
"typeB_shiga_2020_12.zip",299289001
"typeB_shimane_2020_12.zip",251532455
"typeB_shizuoka_2020_12.zip",332427241
"typeB_tokushima_2020_12.zip",172322808
"typeB_tokyo_2020_12.zip",1244398983
"typeB_tottori_2020_12.zip",296017708
"typeB_toyama_2020_12.zip",395840542
"typeB_wakayama_2020_12.zip",345362489
"typeB_yamagata_2020_12.zip",378079766
"typeB_yamaguchi_2020_12.zip",189141594
"typeB_yamanashi_2020_12.zip",105669899
"typeB_ibaraki_2021_01.zip",832946023
"typeB_fukushima_2021_01.zip",308209283
"typeB_yamagata_2021_01.zip",376154797
"typeB_akita_2021_01.zip",83848855
"typeB_miyagi_2021_01.zip",583543390
"typeB_iwate_2021_01.zip",686857361
"typeB_aomori_2021_01.zip",441987869
"typeB_kitami_2021_01.zip",197394270
"typeB_kushiro_2021_01.zip",318330058
"typeB_asahikawa_2021_01.zip",279537338
"typeB_hakodate_2021_01.zip",240086194
"typeB_sapporo_2021_01.zip",1158393526
"typeB_toyama_2021_01.zip",382718473
"typeB_niigata_2021_01.zip",554149313
"typeB_nagano_2021_01.zip",712425000
"typeB_yamanashi_2021_01.zip",107390092
"typeB_kanagawa_2021_01.zip",1635895417
"typeB_tokyo_2021_01.zip",1201577253
"typeB_chiba_2021_01.zip",688782892
"typeB_saitama_2021_01.zip",739672684
"typeB_gumma_2021_01.zip",517357651
"typeB_tochigi_2021_01.zip",154764411
"typeB_aichi_2021_01.zip",369753081
"typeB_fukui_2021_01.zip",240809413
"typeB_gifu_2021_01.zip",165519656
"typeB_hyogo_2021_01.zip",507474552
"typeB_ishikawa_2021_01.zip",355162930
"typeB_kyoto_2021_01.zip",625816691
"typeB_mie_2021_01.zip",236013665
"typeB_osaka_2021_01.zip",1192257393
"typeB_shiga_2021_01.zip",297784669
