"name","size"
"typeB_kushiro_2021_12.zip",  57.97M
"typeB_asahikawa_2021_12.zip",  21.98M
"typeB_hakodate_2021_12.zip",  19.75M
"typeB_sapporo_2021_12.zip", 212.94M
"typeB_niigata_2021_12.zip",  94.2M
"typeB_nagano_2021_12.zip", 128.05M
"typeB_yamanashi_2021_12.zip",   8.16M
"typeB_kanagawa_2021_12.zip", 298.49M
"typeB_tokyo_2021_12.zip", 248.42M
"typeB_chiba_2021_12.zip", 124.86M
"typeB_saitama_2021_12.zip", 135.34M
"typeB_gumma_2021_12.zip",  89.31M
"typeB_tochigi_2021_12.zip",  12.95M
"typeB_kyoto_2021_12.zip", 113.46M
"typeB_shiga_2021_12.zip",  51.28M
"typeB_mie_2021_12.zip",  18.2M
"typeB_aichi_2021_12.zip",  54.28M
"typeB_shizuoka_2021_12.zip",  62.51M
"typeB_gifu_2021_12.zip",  14.34M
"typeB_fukui_2021_12.zip",  20.21M
"typeB_ishikawa_2021_12.zip",  64.21M
"typeB_toyama_2021_12.zip",  71.14M
"typeB_yamaguchi_2021_12.zip",  14.87M
"typeB_hiroshima_2021_12.zip",  15.38M
"typeB_okayama_2021_12.zip",  20.25M
"typeB_shimane_2021_12.zip",  21.52M
"typeB_tottori_2021_12.zip",  45.84M
"typeB_wakayama_2021_12.zip",  67.18M
"typeB_nara_2021_12.zip", 137.96M
"typeB_hyogo_2021_12.zip", 101.21M
"typeB_osaka_2021_12.zip", 253.12M
"typeB_oita_2021_12.zip",  76.26M
"typeB_kumamoto_2021_12.zip", 130.38M
"typeB_nagasaki_2021_12.zip",  11.43M
"typeB_saga_2021_12.zip",  13.49M
"typeB_fukuoka_2021_12.zip", 257.24M
"typeB_kochi_2021_12.zip",  34.28M
"typeB_ehime_2021_12.zip",  79.82M
"typeB_kagawa_2021_12.zip",  15.16M
"typeB_tokushima_2021_12.zip",  14.23M
"typeB_okinawa_2021_12.zip",  70.57M
"typeB_kagoshima_2021_12.zip",  92.34M
"typeB_miyazaki_2021_12.zip",  79.31M
"typeB_kitami_2022_01.zip",  13.72M
"typeB_kushiro_2022_01.zip",  57.38M
"typeB_asahikawa_2022_01.zip",  21.66M
"typeB_hakodate_2022_01.zip",  19.58M
"typeB_sapporo_2022_01.zip", 206.29M
"typeB_saitama_2022_01.zip", 133.85M
"typeB_gumma_2022_01.zip",  88.49M
"typeB_tochigi_2022_01.zip",  12.7M
"typeB_ibaraki_2022_01.zip", 170.85M
"typeB_fukushima_2022_01.zip",  54.21M
"typeB_yamagata_2022_01.zip",  58.85M
"typeB_akita_2022_01.zip",   7.44M
"typeB_miyagi_2022_01.zip", 128.15M
"typeB_iwate_2022_01.zip", 136.61M
"typeB_aomori_2022_01.zip",  72.61M
"typeB_gifu_2022_01.zip",  14.07M
"typeB_fukui_2022_01.zip",  19.95M
"typeB_ishikawa_2022_01.zip",  63.44M
"typeB_toyama_2022_01.zip",  69.51M
"typeB_niigata_2022_01.zip",  93.45M
"typeB_nagano_2022_01.zip", 126.57M
"typeB_yamanashi_2022_01.zip",   8.02M
"typeB_kanagawa_2022_01.zip", 297.71M
"typeB_tokyo_2022_01.zip", 245.65M
"typeB_chiba_2022_01.zip", 124.13M
"typeB_tottori_2022_01.zip",  44.38M
"typeB_wakayama_2022_01.zip",  66.67M
"typeB_nara_2022_01.zip", 135.93M
"typeB_hyogo_2022_01.zip", 100.98M
"typeB_osaka_2022_01.zip", 251.3M
"typeB_kyoto_2022_01.zip", 113.05M
"typeB_shiga_2022_01.zip",  50.44M
"typeB_mie_2022_01.zip",  18.11M
"typeB_aichi_2022_01.zip",  54.18M
"typeB_shizuoka_2022_01.zip",  61.91M
"typeB_saga_2022_01.zip",  13.49M
"typeB_fukuoka_2022_01.zip", 253.54M
"typeB_kochi_2022_01.zip",  33.14M
"typeB_ehime_2022_01.zip",  79.26M
"typeB_kagawa_2022_01.zip",  15.04M
"typeB_tokushima_2022_01.zip",  14.16M
"typeB_yamaguchi_2022_01.zip",  14.74M
"typeB_hiroshima_2022_01.zip",  15.25M
"typeB_okayama_2022_01.zip",  20.16M
"typeB_shimane_2022_01.zip",  21.26M
"typeB_okinawa_2022_01.zip",  69.82M
"typeB_kagoshima_2022_01.zip",  91.76M
"typeB_miyazaki_2022_01.zip",  77.75M
"typeB_oita_2022_01.zip",  75.93M
"typeB_kumamoto_2022_01.zip", 129.08M
"typeB_nagasaki_2022_01.zip",  11.34M
"typeB_kanagawa_2022_02.zip", 269.18M
"typeB_okinawa_2022_02.zip",  62.55M
"typeB_kagoshima_2022_02.zip",  83.2M
"typeB_miyazaki_2022_02.zip",  71.09M
"typeB_oita_2022_02.zip",  68.25M
"typeB_nagasaki_2022_02.zip",  10.22M
"typeB_kumamoto_2022_02.zip", 117.11M
"typeB_saga_2022_02.zip",  12.14M
"typeB_fukuoka_2022_02.zip", 228.65M
"typeB_kochi_2022_02.zip",  26.65M
"typeB_ehime_2022_02.zip",  71.74M
"typeB_kagawa_2022_02.zip",  13.49M
"typeB_tokushima_2022_02.zip",  12.79M
"typeB_yamaguchi_2022_02.zip",  13.46M
"typeB_hiroshima_2022_02.zip",  13.8M
"typeB_okayama_2022_02.zip",  18.33M
"typeB_shimane_2022_02.zip",  18.91M
"typeB_tottori_2022_02.zip",  38.82M
"typeB_wakayama_2022_02.zip",  60.03M
"typeB_nara_2022_02.zip", 121.3M
"typeB_hyogo_2022_02.zip",  91.72M
"typeB_osaka_2022_02.zip", 226.86M
"typeB_kyoto_2022_02.zip", 102.48M
"typeB_shiga_2022_02.zip",  41.03M
"typeB_mie_2022_02.zip",  15.72M
"typeB_aichi_2022_02.zip",  48.76M
"typeB_shizuoka_2022_02.zip",  55.53M
"typeB_gifu_2022_02.zip",  12.7M
"typeB_fukui_2022_02.zip",  17.92M
"typeB_ishikawa_2022_02.zip",  56.63M
"typeB_toyama_2022_02.zip",  61.81M
"typeB_niigata_2022_02.zip",  83.94M
"typeB_yamanashi_2022_02.zip",   7.24M
"typeB_nagano_2022_02.zip", 113.38M
"typeB_tokyo_2022_02.zip", 221.31M
"typeB_chiba_2022_02.zip", 112.58M
"typeB_saitama_2022_02.zip", 118.23M
"typeB_gumma_2022_02.zip",  79.38M
"typeB_tochigi_2022_02.zip",  11.46M
"typeB_ibaraki_2022_02.zip", 154.5M
"typeB_fukushima_2022_02.zip",  48.55M
"typeB_yamagata_2022_02.zip",  52.98M
"typeB_akita_2022_02.zip",   6.74M
"typeB_miyagi_2022_02.zip", 115.47M
"typeB_iwate_2022_02.zip", 123.23M
"typeB_kitami_2022_02.zip",  12.36M
"typeB_aomori_2022_02.zip",  66.08M
"typeB_kushiro_2022_02.zip",  51.9M
"typeB_asahikawa_2022_02.zip",  19.72M
"typeB_hakodate_2022_02.zip",  17.56M
"typeB_sapporo_2022_02.zip", 182.68M
"typeB_kitami_2022_03.zip",  14.63M
"typeB_asahikawa_2022_03.zip",  23.71M
"typeB_hakodate_2022_03.zip",  20.66M
"typeB_kagoshima_2022_03.zip",  94.11M
"typeB_kumamoto_2022_03.zip", 130.91M
"typeB_kushiro_2022_03.zip",  59.63M
"typeB_miyazaki_2022_03.zip",  81.99M
"typeB_nagasaki_2022_03.zip",  12.51M
"typeB_oita_2022_03.zip",  77.44M
"typeB_okinawa_2022_03.zip",  70.86M
"typeB_sapporo_2022_03.zip", 215.63M
"typeB_saitama_2022_03.zip", 135.28M
"typeB_gumma_2022_03.zip",  91.24M
"typeB_tochigi_2022_03.zip",  13.73M
"typeB_ibaraki_2022_03.zip", 173.58M
"typeB_fukushima_2022_03.zip",  56.11M
"typeB_yamagata_2022_03.zip",  60.87M
"typeB_akita_2022_03.zip",   8.42M
"typeB_miyagi_2022_03.zip", 130.54M
"typeB_iwate_2022_03.zip", 139.84M
"typeB_aomori_2022_03.zip",  76.21M
"typeB_tottori_2022_03.zip",  44.63M
"typeB_wakayama_2022_03.zip",  68.45M
"typeB_nara_2022_03.zip", 136.66M
"typeB_hyogo_2022_03.zip", 103.18M
"typeB_osaka_2022_03.zip", 254.34M
"typeB_kyoto_2022_03.zip", 115.97M
"typeB_shiga_2022_03.zip",  52.21M
"typeB_mie_2022_03.zip",  18.76M
"typeB_aichi_2022_03.zip",  56M
"typeB_shizuoka_2022_03.zip",  63.99M
"typeB_gifu_2022_03.zip",  15.24M
"typeB_fukui_2022_03.zip",  21.23M
"typeB_ishikawa_2022_03.zip",  64.74M
"typeB_toyama_2022_03.zip",  71.6M
"typeB_nagano_2022_03.zip", 128.2M
"typeB_niigata_2022_03.zip",  96.49M
"typeB_yamanashi_2022_03.zip",   9.15M
"typeB_kanagawa_2022_03.zip", 306.34M
"typeB_tokyo_2022_03.zip", 251.85M
"typeB_chiba_2022_03.zip", 129.36M
"typeB_saga_2022_03.zip",  14.55M
"typeB_fukuoka_2022_03.zip", 259.33M
"typeB_kochi_2022_03.zip",  32.2M
"typeB_ehime_2022_03.zip",  80.74M
"typeB_kagawa_2022_03.zip",  16.05M
"typeB_tokushima_2022_03.zip",  15.18M
"typeB_yamaguchi_2022_03.zip",  15.91M
"typeB_hiroshima_2022_03.zip",  16.34M
"typeB_okayama_2022_03.zip",  21.69M
"typeB_shimane_2022_03.zip",  22.45M
"typeB_asahikawa_2022_04.zip",  23.2M
"typeB_hakodate_2022_04.zip",  20.22M
"typeB_kitami_2022_04.zip",  14.18M
"typeB_kushiro_2022_04.zip",  58.06M
"typeB_sapporo_2022_04.zip", 211.5M
"typeB_saitama_2022_04.zip", 134.78M
"typeB_gumma_2022_04.zip",  88.57M
"typeB_tochigi_2022_04.zip",  13.54M
"typeB_ibaraki_2022_04.zip", 170.19M
"typeB_fukushima_2022_04.zip",  54.45M
"typeB_yamagata_2022_04.zip",  59.18M
"typeB_akita_2022_04.zip",   8.16M
"typeB_miyagi_2022_04.zip", 127.52M
"typeB_iwate_2022_04.zip", 135.91M
"typeB_aomori_2022_04.zip",  73.84M
"typeB_gifu_2022_04.zip",  14.83M
"typeB_fukui_2022_04.zip",  20.55M
"typeB_toyama_2022_04.zip",  69.82M
"typeB_nagano_2022_04.zip", 124.6M
"typeB_yamanashi_2022_04.zip",   8.9M
"typeB_kanagawa_2022_04.zip", 297.16M
"typeB_tokyo_2022_04.zip", 244.42M
"typeB_chiba_2022_04.zip", 125.5M
"typeB_ishikawa_2022_04.zip",  63.73M
"typeB_niigata_2022_04.zip",  93.94M
"typeB_tottori_2022_04.zip",  42.87M
"typeB_wakayama_2022_04.zip",  67.06M
"typeB_nara_2022_04.zip", 132.74M
"typeB_hyogo_2022_04.zip",  99.78M
"typeB_osaka_2022_04.zip", 247.29M
"typeB_kyoto_2022_04.zip", 113.04M
"typeB_shiga_2022_04.zip",  51.8M
"typeB_mie_2022_04.zip",  18.08M
"typeB_aichi_2022_04.zip",  54.55M
"typeB_shizuoka_2022_04.zip",  61.95M
"typeB_saga_2022_04.zip",  14.09M
"typeB_fukuoka_2022_04.zip", 252.92M
"typeB_kochi_2022_04.zip",  31.34M
"typeB_ehime_2022_04.zip",  78.35M
"typeB_kagawa_2022_04.zip",  15.59M
"typeB_tokushima_2022_04.zip",  14.68M
"typeB_yamaguchi_2022_04.zip",  15.43M
"typeB_hiroshima_2022_04.zip",  15.79M
"typeB_okayama_2022_04.zip",  21.09M
"typeB_shimane_2022_04.zip",  21.83M
"typeB_okinawa_2022_04.zip",  68.54M
"typeB_kagoshima_2022_04.zip",  91.41M
"typeB_miyazaki_2022_04.zip",  79.3M
"typeB_oita_2022_04.zip",  74.86M
"typeB_kumamoto_2022_04.zip", 127.44M
"typeB_nagasaki_2022_04.zip",  12.1M
"typeB_sapporo_2022_05.zip", 219.63M
"typeB_kushiro_2022_05.zip",  60.06M
"typeB_asahikawa_2022_05.zip",  23.63M
"typeB_hakodate_2022_05.zip",  20.89M
"typeB_kitami_2022_05.zip",  14.67M
"typeB_yamanashi_2022_05.zip",   9.2M
"typeB_kanagawa_2022_05.zip", 306.8M
"typeB_tokyo_2022_05.zip", 251.7M
"typeB_chiba_2022_05.zip", 130.87M
"typeB_saitama_2022_05.zip", 139.45M
"typeB_gumma_2022_05.zip",  91.53M
"typeB_tochigi_2022_05.zip",  14.17M
"typeB_ibaraki_2022_05.zip", 175M
"typeB_fukushima_2022_05.zip",  55.99M
"typeB_akita_2022_05.zip",   8.48M
"typeB_yamagata_2022_05.zip",  60.49M
"typeB_miyagi_2022_05.zip", 131.37M
"typeB_iwate_2022_05.zip", 139.98M
"typeB_aomori_2022_05.zip",  76.44M
"typeB_osaka_2022_05.zip", 255.36M
"typeB_kyoto_2022_05.zip", 116.71M
"typeB_shiga_2022_05.zip",  53.67M
"typeB_mie_2022_05.zip",  18.66M
"typeB_aichi_2022_05.zip",  56.23M
"typeB_shizuoka_2022_05.zip",  63.88M
"typeB_gifu_2022_05.zip",  15.28M
"typeB_fukui_2022_05.zip",  21.11M
"typeB_ishikawa_2022_05.zip",  65.72M
"typeB_toyama_2022_05.zip",  72.11M
"typeB_niigata_2022_05.zip",  96.44M
"typeB_nagano_2022_05.zip", 128.8M
"typeB_kochi_2022_05.zip",  31.8M
"typeB_ehime_2022_05.zip",  81M
"typeB_kagawa_2022_05.zip",  16.12M
"typeB_tokushima_2022_05.zip",  15.17M
"typeB_hiroshima_2022_05.zip",  16.31M
"typeB_okayama_2022_05.zip",  21.76M
"typeB_yamaguchi_2022_05.zip",  15.87M
"typeB_shimane_2022_05.zip",  22.58M
"typeB_tottori_2022_05.zip",  44.18M
"typeB_wakayama_2022_05.zip",  68.69M
"typeB_nara_2022_05.zip", 137.31M
"typeB_hyogo_2022_05.zip", 103M
"typeB_okinawa_2022_05.zip",  70.66M
"typeB_kagoshima_2022_05.zip",  94.04M
"typeB_miyazaki_2022_05.zip",  81.72M
"typeB_oita_2022_05.zip",  77.11M
"typeB_kumamoto_2022_05.zip", 132.05M
"typeB_nagasaki_2022_05.zip",  12.48M
"typeB_saga_2022_05.zip",  14.62M
"typeB_fukuoka_2022_05.zip", 262.11M
"typeB_aichi_2022_06.zip",  54.74M
"typeB_akita_2022_06.zip",   8.25M
"typeB_aomori_2022_06.zip",  73.68M
"typeB_asahikawa_2022_06.zip",  23.04M
"typeB_chiba_2022_06.zip", 126.52M
"typeB_fukui_2022_06.zip",  20.5M
"typeB_fukushima_2022_06.zip",  54.22M
"typeB_gifu_2022_06.zip",  14.76M
"typeB_gumma_2022_06.zip",  88.74M
"typeB_hakodate_2022_06.zip",  20.44M
"typeB_ibaraki_2022_06.zip", 168.96M
"typeB_ishikawa_2022_06.zip",  63.88M
"typeB_iwate_2022_06.zip", 135.53M
"typeB_kanagawa_2022_06.zip", 297.5M
"typeB_kitami_2022_06.zip",  14.21M
"typeB_kushiro_2022_06.zip",  58.16M
"typeB_miyagi_2022_06.zip", 127.32M
"typeB_nagano_2022_06.zip", 124.38M
"typeB_niigata_2022_06.zip",  93.41M
"typeB_saitama_2022_06.zip", 135.73M
"typeB_sapporo_2022_06.zip", 212.91M
"typeB_shizuoka_2022_06.zip",  61.83M
"typeB_tochigi_2022_06.zip",  13.68M
"typeB_tokyo_2022_06.zip", 245.23M
"typeB_toyama_2022_06.zip",  70.01M
"typeB_yamagata_2022_06.zip",  58.32M
"typeB_yamanashi_2022_06.zip",   8.9M
"typeB_hiroshima_2022_06.zip",  15.84M
"typeB_hyogo_2022_06.zip",  99.13M
"typeB_kyoto_2022_06.zip", 112.75M
"typeB_mie_2022_06.zip",  18.11M
"typeB_nara_2022_06.zip", 132.92M
"typeB_okayama_2022_06.zip",  21.11M
"typeB_osaka_2022_06.zip", 248.19M
"typeB_shiga_2022_06.zip",  51.48M
"typeB_shimane_2022_06.zip",  21.74M
"typeB_tottori_2022_06.zip",  43M
"typeB_wakayama_2022_06.zip",  66.49M
"typeB_miyazaki_2022_06.zip",  79.12M
"typeB_oita_2022_06.zip",  74.63M
"typeB_kumamoto_2022_06.zip", 128.57M
"typeB_nagasaki_2022_06.zip",  12.06M
"typeB_saga_2022_06.zip",  14.15M
"typeB_fukuoka_2022_06.zip", 254.76M
"typeB_kochi_2022_06.zip",  32.27M
"typeB_ehime_2022_06.zip",  78.55M
"typeB_kagawa_2022_06.zip",  15.56M
"typeB_tokushima_2022_06.zip",  14.67M
"typeB_yamaguchi_2022_06.zip",  15.32M
"typeB_okinawa_2022_06.zip",  68.22M
"typeB_kagoshima_2022_06.zip",  90.91M
"typeB_chiba_2022_07.zip", 116.05M
"typeB_saitama_2022_07.zip", 140.41M
"typeB_gumma_2022_07.zip",  91.55M
"typeB_tochigi_2022_07.zip",  13.97M
"typeB_ibaraki_2022_07.zip", 174.25M
"typeB_fukushima_2022_07.zip",  55.85M
"typeB_yamagata_2022_07.zip",  60.21M
"typeB_akita_2022_07.zip",   8.54M
"typeB_miyagi_2022_07.zip", 131.31M
"typeB_iwate_2022_07.zip", 139.63M
"typeB_aomori_2022_07.zip",  76.74M
"typeB_kitami_2022_07.zip",  14.68M
"typeB_kushiro_2022_07.zip",  60.01M
"typeB_asahikawa_2022_07.zip",  24.41M
"typeB_hakodate_2022_07.zip",  21.15M
"typeB_sapporo_2022_07.zip", 220.29M
"typeB_aichi_2022_07.zip",  56.53M
"typeB_shizuoka_2022_07.zip",  63.51M
"typeB_gifu_2022_07.zip",  15.21M
"typeB_fukui_2022_07.zip",  21.21M
"typeB_ishikawa_2022_07.zip",  66.19M
"typeB_toyama_2022_07.zip",  72.21M
"typeB_niigata_2022_07.zip",  95.63M
"typeB_nagano_2022_07.zip", 128.37M
"typeB_yamanashi_2022_07.zip",   9.23M
"typeB_kanagawa_2022_07.zip", 307.28M
"typeB_tokyo_2022_07.zip", 252.73M
"typeB_hiroshima_2022_07.zip",  16.36M
"typeB_okayama_2022_07.zip",  21.81M
"typeB_shimane_2022_07.zip",  22.28M
"typeB_tottori_2022_07.zip",  44.81M
"typeB_wakayama_2022_07.zip",  68.74M
"typeB_nara_2022_07.zip", 137.22M
"typeB_hyogo_2022_07.zip", 102.74M
"typeB_osaka_2022_07.zip", 256.66M
"typeB_kyoto_2022_07.zip", 116.43M
"typeB_shiga_2022_07.zip",  34.39M
"typeB_mie_2022_07.zip",  18.72M
"typeB_miyazaki_2022_07.zip",  81.46M
"typeB_oita_2022_07.zip",  76.75M
"typeB_kumamoto_2022_07.zip", 132.62M
"typeB_nagasaki_2022_07.zip",  12.47M
"typeB_saga_2022_07.zip",  14.58M
"typeB_fukuoka_2022_07.zip", 262.12M
"typeB_kochi_2022_07.zip",  31.81M
"typeB_ehime_2022_07.zip",  81.18M
"typeB_kagawa_2022_07.zip",  15.96M
"typeB_tokushima_2022_07.zip",  15.22M
"typeB_yamaguchi_2022_07.zip",  15.82M
"typeB_okinawa_2022_07.zip",  70.35M
"typeB_kagoshima_2022_07.zip",  93.61M
"typeB_chiba_2022_08.zip", 128.18M
"typeB_saitama_2022_08.zip", 139.72M
"typeB_gumma_2022_08.zip",  91.05M
"typeB_tochigi_2022_08.zip",  13.82M
"typeB_ibaraki_2022_08.zip", 173.86M
"typeB_fukushima_2022_08.zip",  56.08M
"typeB_yamagata_2022_08.zip",  60.11M
"typeB_akita_2022_08.zip",   8.41M
"typeB_miyagi_2022_08.zip", 130.59M
"typeB_iwate_2022_08.zip", 139.06M
"typeB_aomori_2022_08.zip",  76.51M
"typeB_kitami_2022_08.zip",  14.64M
"typeB_kushiro_2022_08.zip",  59.88M
"typeB_asahikawa_2022_08.zip",  24.13M
"typeB_hakodate_2022_08.zip",  20.92M
"typeB_sapporo_2022_08.zip", 219.7M
"typeB_aichi_2022_08.zip",  56.45M
"typeB_shizuoka_2022_08.zip",  63.52M
"typeB_gifu_2022_08.zip",  15.18M
"typeB_fukui_2022_08.zip",  21.05M
"typeB_ishikawa_2022_08.zip",  65.8M
"typeB_toyama_2022_08.zip",  72.07M
"typeB_niigata_2022_08.zip",  96.39M
"typeB_yamanashi_2022_08.zip",   9.12M
"typeB_nagano_2022_08.zip", 127.84M
"typeB_kanagawa_2022_08.zip", 306.94M
"typeB_tokyo_2022_08.zip", 251.41M
"typeB_hiroshima_2022_08.zip",  16.36M
"typeB_okayama_2022_08.zip",  21.81M
"typeB_shimane_2022_08.zip",  22.22M
"typeB_tottori_2022_08.zip",  44.05M
"typeB_wakayama_2022_08.zip",  68.69M
"typeB_nara_2022_08.zip", 136.76M
"typeB_hyogo_2022_08.zip", 103M
"typeB_osaka_2022_08.zip", 255.75M
"typeB_kyoto_2022_08.zip", 116.49M
"typeB_shiga_2022_08.zip",  31.97M
"typeB_mie_2022_08.zip",  18.49M
"typeB_miyazaki_2022_08.zip",  81.51M
"typeB_oita_2022_08.zip",  75.48M
"typeB_kumamoto_2022_08.zip", 132.76M
"typeB_nagasaki_2022_08.zip",  12.46M
"typeB_saga_2022_08.zip",  14.52M
"typeB_fukuoka_2022_08.zip", 262.28M
"typeB_kochi_2022_08.zip",  29.49M
"typeB_ehime_2022_08.zip",  81.04M
"typeB_kagawa_2022_08.zip",  15.83M
"typeB_tokushima_2022_08.zip",  15.24M
"typeB_yamaguchi_2022_08.zip",  15.82M
"typeB_okinawa_2022_08.zip",  69.64M
"typeB_kagoshima_2022_08.zip",  93.42M
"typeB_aichi_2022_09.zip",  54.49M
"typeB_akita_2022_09.zip",   8.13M
"typeB_aomori_2022_09.zip",  73.68M
"typeB_asahikawa_2022_09.zip",  22.82M
"typeB_chiba_2022_09.zip", 126.51M
"typeB_ehime_2022_09.zip",  77.89M
"typeB_fukui_2022_09.zip",  20.34M
"typeB_fukuoka_2022_09.zip", 253.45M
"typeB_fukushima_2022_09.zip",  54.18M
"typeB_gifu_2022_09.zip",  14.66M
"typeB_gumma_2022_09.zip",  87.68M
"typeB_hakodate_2022_09.zip",  19.97M
"typeB_hiroshima_2022_09.zip",  15.84M
"typeB_hyogo_2022_09.zip",  99.78M
"typeB_ibaraki_2022_09.zip", 167.83M
"typeB_ishikawa_2022_09.zip",  63.92M
"typeB_iwate_2022_09.zip", 134.13M
"typeB_kagawa_2022_09.zip",  15.17M
"typeB_kagoshima_2022_09.zip",  89.88M
"typeB_kanagawa_2022_09.zip", 295.62M
"typeB_kitami_2022_09.zip",  14.2M
"typeB_kochi_2022_09.zip",  28.37M
"typeB_kumamoto_2022_09.zip", 128.3M
"typeB_kushiro_2022_09.zip",  57.62M
"typeB_kyoto_2022_09.zip", 112.35M
"typeB_mie_2022_09.zip",  17.88M
"typeB_miyagi_2022_09.zip", 126.17M
"typeB_miyazaki_2022_09.zip",  77.74M
"typeB_nagano_2022_09.zip", 122.69M
"typeB_nagasaki_2022_09.zip",  11.94M
"typeB_nara_2022_09.zip", 132.73M
"typeB_niigata_2022_09.zip",  92.71M
"typeB_oita_2022_09.zip",  73.3M
"typeB_okayama_2022_09.zip",  21.06M
"typeB_okinawa_2022_09.zip",  67.33M
"typeB_osaka_2022_09.zip", 247.43M
"typeB_saga_2022_09.zip",  14.03M
"typeB_saitama_2022_09.zip", 135.02M
"typeB_sapporo_2022_09.zip", 212.15M
"typeB_shiga_2022_09.zip",  31.47M
"typeB_shimane_2022_09.zip",  21.48M
"typeB_shizuoka_2022_09.zip",  60.9M
"typeB_tochigi_2022_09.zip",  13.41M
"typeB_tokushima_2022_09.zip",  14.69M
"typeB_tokyo_2022_09.zip", 243.82M
"typeB_tottori_2022_09.zip",  44.49M
"typeB_toyama_2022_09.zip",  69.69M
"typeB_wakayama_2022_09.zip",  66.25M
"typeB_yamagata_2022_09.zip",  57.96M
"typeB_yamaguchi_2022_09.zip",  15.23M
"typeB_yamanashi_2022_09.zip",   8.76M
"typeB_aichi_2022_10.zip",  55.87M
"typeB_akita_2022_10.zip",   8.4M
"typeB_aomori_2022_10.zip",  76.39M
"typeB_asahikawa_2022_10.zip",  23.4M
"typeB_chiba_2022_10.zip", 130.42M
"typeB_ehime_2022_10.zip",  80.48M
"typeB_fukui_2022_10.zip",  20.54M
"typeB_fukuoka_2022_10.zip", 261.33M
"typeB_fukushima_2022_10.zip",  55.98M
"typeB_gifu_2022_10.zip",  15.18M
"typeB_gumma_2022_10.zip",  90.91M
"typeB_hakodate_2022_10.zip",  20.51M
"typeB_hiroshima_2022_10.zip",  16.32M
"typeB_hyogo_2022_10.zip", 103.58M
"typeB_ibaraki_2022_10.zip", 173.43M
"typeB_ishikawa_2022_10.zip",  65.6M
"typeB_iwate_2022_10.zip", 137.51M
"typeB_kagawa_2022_10.zip",  15.82M
"typeB_kagoshima_2022_10.zip",  92.88M
"typeB_kanagawa_2022_10.zip", 306.12M
"typeB_kitami_2022_10.zip",  14.67M
"typeB_kochi_2022_10.zip",  29.16M
"typeB_kumamoto_2022_10.zip", 132.15M
"typeB_kushiro_2022_10.zip",  59.16M
"typeB_kyoto_2022_10.zip", 115.43M
"typeB_mie_2022_10.zip",  18.42M
"typeB_miyagi_2022_10.zip", 130.48M
"typeB_miyazaki_2022_10.zip",  80.81M
"typeB_nagano_2022_10.zip", 125.81M
"typeB_nagasaki_2022_10.zip",  12.36M
"typeB_nara_2022_10.zip", 137.17M
"typeB_niigata_2022_10.zip",  96.11M
"typeB_oita_2022_10.zip",  75.62M
"typeB_okayama_2022_10.zip",  21.71M
"typeB_okinawa_2022_10.zip",  69.3M
"typeB_osaka_2022_10.zip", 253.53M
"typeB_saga_2022_10.zip",  14.54M
"typeB_saitama_2022_10.zip", 139.06M
"typeB_sapporo_2022_10.zip", 218.64M
"typeB_shiga_2022_10.zip",  37.51M
"typeB_shimane_2022_10.zip",  22.3M
"typeB_tochigi_2022_10.zip",  13.71M
"typeB_shizuoka_2022_10.zip",  62.76M
"typeB_tokushima_2022_10.zip",  15.19M
"typeB_tokyo_2022_10.zip", 248.94M
"typeB_tottori_2022_10.zip",  43.25M
"typeB_toyama_2022_10.zip",  72.02M
"typeB_wakayama_2022_10.zip",  68.15M
"typeB_yamagata_2022_10.zip",  60.09M
"typeB_yamanashi_2022_10.zip",   9.05M
"typeB_yamaguchi_2022_10.zip",  15.76M
"typeB_chiba_2020_10.zip", 675.74M
"typeB_gumma_2020_10.zip", 496.49M
"typeB_hiroshima_2020_04.zip", 178.54M
"typeB_aichi_2020_01.zip", 354.85M
"typeB_akita_2020_01.zip", 103.28M
"typeB_aomori_2020_01.zip", 431.92M
"typeB_asahikawa_2020_01.zip", 271.77M
"typeB_chiba_2020_01.zip", 668.76M
"typeB_ehime_2020_01.zip", 402.06M
"typeB_fukui_2020_01.zip", 234.3M
"typeB_fukuoka_2020_01.zip",   1.23G
"typeB_fukushima_2020_01.zip", 295.46M
"typeB_gifu_2020_01.zip", 165.14M
"typeB_gumma_2020_01.zip", 497.2M
"typeB_hakodate_2020_01.zip", 242.41M
"typeB_hiroshima_2020_01.zip", 184.98M
"typeB_hyogo_2020_01.zip", 484.86M
"typeB_ibaraki_2020_01.zip", 804.08M
"typeB_ishikawa_2020_01.zip", 360.97M
"typeB_iwate_2020_01.zip", 665.96M
"typeB_kagawa_2020_01.zip", 172.18M
"typeB_kagoshima_2020_01.zip", 460.97M
"typeB_kanagawa_2020_01.zip",   1.53G
"typeB_kitami_2020_01.zip", 188.54M
"typeB_kochi_2020_01.zip", 262.25M
"typeB_kumamoto_2020_01.zip", 519.76M
"typeB_kushiro_2020_01.zip", 310.59M
"typeB_kyoto_2020_01.zip", 587.45M
"typeB_mie_2020_01.zip", 233.59M
"typeB_miyagi_2020_01.zip", 563.06M
"typeB_miyazaki_2020_01.zip", 374.29M
"typeB_nagano_2020_01.zip", 695.33M
"typeB_nagasaki_2020_01.zip", 132.34M
"typeB_nara_2020_01.zip", 767.74M
"typeB_niigata_2020_01.zip", 529.86M
"typeB_oita_2020_01.zip", 373.25M
"typeB_okayama_2020_01.zip", 226.79M
