"name","size"
"typeB_nagano_2020_12.zip", 688.66M
"typeB_nagasaki_2020_12.zip", 131.84M
"typeB_nara_2020_12.zip", 749.53M
"typeB_niigata_2020_12.zip", 538.53M
"typeB_oita_2020_12.zip", 370.82M
"typeB_okayama_2020_12.zip", 225.59M
"typeB_okinawa_2020_12.zip", 354.12M
"typeB_osaka_2020_12.zip",   1.11G
"typeB_saga_2020_12.zip", 179.94M
"typeB_saitama_2020_12.zip", 712.75M
"typeB_shiga_2020_12.zip", 285.42M
"typeB_shimane_2020_12.zip", 239.88M
"typeB_shizuoka_2020_12.zip", 317.03M
"typeB_tokushima_2020_12.zip", 164.34M
"typeB_tokyo_2020_12.zip",   1.16G
"typeB_tottori_2020_12.zip", 282.3M
"typeB_toyama_2020_12.zip", 377.5M
"typeB_wakayama_2020_12.zip", 329.36M
"typeB_yamagata_2020_12.zip", 360.56M
"typeB_yamaguchi_2020_12.zip", 180.38M
"typeB_yamanashi_2020_12.zip", 100.77M
"typeB_ibaraki_2021_01.zip", 794.36M
"typeB_fukushima_2021_01.zip", 293.93M
"typeB_yamagata_2021_01.zip", 358.73M
"typeB_akita_2021_01.zip",  79.96M
"typeB_miyagi_2021_01.zip", 556.51M
"typeB_iwate_2021_01.zip", 655.04M
"typeB_aomori_2021_01.zip", 421.51M
"typeB_kitami_2021_01.zip", 188.25M
"typeB_kushiro_2021_01.zip", 303.58M
"typeB_asahikawa_2021_01.zip", 266.59M
"typeB_hakodate_2021_01.zip", 228.96M
"typeB_sapporo_2021_01.zip",   1.08G
"typeB_toyama_2021_01.zip", 364.99M
"typeB_niigata_2021_01.zip", 528.48M
"typeB_nagano_2021_01.zip", 679.42M
"typeB_yamanashi_2021_01.zip", 102.42M
"typeB_kanagawa_2021_01.zip",   1.52G
"typeB_tokyo_2021_01.zip",   1.12G
"typeB_chiba_2021_01.zip", 656.87M
"typeB_saitama_2021_01.zip", 705.41M
"typeB_gumma_2021_01.zip", 493.39M
"typeB_tochigi_2021_01.zip", 147.59M
"typeB_aichi_2021_01.zip", 352.62M
"typeB_fukui_2021_01.zip", 229.65M
"typeB_gifu_2021_01.zip", 157.85M
"typeB_hyogo_2021_01.zip", 483.97M
"typeB_ishikawa_2021_01.zip", 338.71M
"typeB_kyoto_2021_01.zip", 596.83M
"typeB_mie_2021_01.zip", 225.08M
"typeB_osaka_2021_01.zip",   1.11G
"typeB_shiga_2021_01.zip", 283.99M
"typeB_shizuoka_2021_01.zip", 319.59M
"typeB_ehime_2021_01.zip", 393.27M
"typeB_hiroshima_2021_01.zip", 179.81M
"typeB_kagawa_2021_01.zip", 171.11M
"typeB_nara_2021_01.zip", 750.92M
"typeB_okayama_2021_01.zip", 223.66M
"typeB_shimane_2021_01.zip", 235.65M
"typeB_tokushima_2021_01.zip", 163.12M
"typeB_tottori_2021_01.zip", 275.87M
"typeB_wakayama_2021_01.zip", 326.04M
"typeB_yamaguchi_2021_01.zip", 180.24M
"typeB_fukuoka_2021_01.zip",   1.2G
"typeB_kagoshima_2021_01.zip", 457.29M
"typeB_kochi_2021_01.zip", 260.1M
"typeB_kumamoto_2021_01.zip", 582.63M
"typeB_miyazaki_2021_01.zip", 382.49M
"typeB_nagasaki_2021_01.zip", 131.9M
"typeB_oita_2021_01.zip", 371.05M
"typeB_okinawa_2021_01.zip", 350.87M
"typeB_saga_2021_01.zip", 177.79M
"typeB_akita_2021_02.zip",  83.1M
"typeB_aomori_2021_02.zip", 377.86M
"typeB_asahikawa_2021_02.zip", 235.28M
"typeB_fukushima_2021_02.zip", 261.6M
"typeB_hakodate_2021_02.zip", 201.45M
"typeB_ibaraki_2021_02.zip", 695.34M
"typeB_iwate_2021_02.zip", 575.91M
"typeB_kitami_2021_02.zip", 166.45M
"typeB_kushiro_2021_02.zip", 270.31M
"typeB_miyagi_2021_02.zip", 489.34M
"typeB_sapporo_2021_02.zip", 976.18M
"typeB_yamagata_2021_02.zip", 318.28M
"typeB_niigata_2021_02.zip", 462.43M
"typeB_nagano_2021_02.zip", 602.01M
"typeB_fukui_2021_02.zip", 206.81M
"typeB_gifu_2021_02.zip", 139.19M
"typeB_ishikawa_2021_02.zip", 296.2M
"typeB_shizuoka_2021_02.zip", 279.31M
"typeB_aichi_2021_02.zip", 309.14M
"typeB_hyogo_2021_02.zip", 426M
"typeB_kyoto_2021_02.zip", 518.29M
"typeB_mie_2021_02.zip", 199.08M
"typeB_osaka_2021_02.zip",1020.76M
"typeB_shiga_2021_02.zip", 251.48M
"typeB_ehime_2021_02.zip", 348.67M
"typeB_fukuoka_2021_02.zip",   1.06G
"typeB_hiroshima_2021_02.zip", 159.59M
"typeB_kagawa_2021_02.zip", 149.21M
"typeB_kochi_2021_02.zip", 229.56M
"typeB_nara_2021_02.zip", 659.95M
"typeB_okayama_2021_02.zip", 199.14M
"typeB_saga_2021_02.zip", 155.31M
"typeB_shimane_2021_02.zip", 211.48M
"typeB_tokushima_2021_02.zip", 145.02M
"typeB_tottori_2021_02.zip", 244.25M
"typeB_wakayama_2021_02.zip", 285.5M
"typeB_yamaguchi_2021_02.zip", 161.16M
"typeB_kumamoto_2021_02.zip", 517.2M
"typeB_nagasaki_2021_02.zip", 117.93M
"typeB_kagoshima_2021_02.zip", 410.12M
"typeB_miyazaki_2021_02.zip", 338.01M
"typeB_oita_2021_02.zip", 327.91M
"typeB_okinawa_2021_02.zip", 310.23M
"typeB_tochigi_2021_02.zip",  12.39M
"typeB_tokyo_2021_02.zip", 214.43M
"typeB_yamanashi_2021_02.zip",   8.09M
"typeB_kanagawa_2021_02.zip", 268.58M
"typeB_gumma_2021_02.zip",  80.68M
"typeB_saitama_2021_02.zip", 117.87M
"typeB_chiba_2021_02.zip", 114.51M
"typeB_toyama_2021_02.zip", 325.78M
"typeB_akita_2021_03.zip",   6.93M
"typeB_aomori_2021_03.zip",  74.62M
"typeB_asahikawa_2021_03.zip",  21.83M
"typeB_fukushima_2021_03.zip",  54.51M
"typeB_hakodate_2021_03.zip",  20.37M
"typeB_ibaraki_2021_03.zip", 172.33M
"typeB_iwate_2021_03.zip", 139.38M
"typeB_kitami_2021_03.zip",  13.8M
"typeB_kushiro_2021_03.zip",  58.12M
"typeB_miyagi_2021_03.zip", 127.4M
"typeB_sapporo_2021_03.zip", 215.87M
"typeB_yamagata_2021_03.zip",  59.24M
"typeB_chiba_2021_03.zip", 125.99M
"typeB_gumma_2021_03.zip",  89.42M
"typeB_kanagawa_2021_03.zip", 297M
"typeB_nagano_2021_03.zip", 130.55M
"typeB_niigata_2021_03.zip",  95.7M
"typeB_saitama_2021_03.zip", 134.82M
"typeB_tochigi_2021_03.zip",  12.91M
"typeB_tokyo_2021_03.zip", 241.3M
"typeB_toyama_2021_03.zip",  69.86M
"typeB_yamanashi_2021_03.zip",   8.14M
"typeB_aichi_2021_03.zip",  55.27M
"typeB_fukui_2021_03.zip",  20.16M
"typeB_gifu_2021_03.zip",  14.22M
"typeB_hyogo_2021_03.zip", 101.9M
"typeB_ishikawa_2021_03.zip",  63.68M
"typeB_kyoto_2021_03.zip", 113.6M
"typeB_mie_2021_03.zip",  18.46M
"typeB_osaka_2021_03.zip", 256.03M
"typeB_shiga_2021_03.zip",  56.32M
"typeB_shizuoka_2021_03.zip",  63.99M
"typeB_ehime_2021_03.zip",  80.6M
"typeB_hiroshima_2021_03.zip",  15.46M
"typeB_kagawa_2021_03.zip",  15.07M
"typeB_nara_2021_03.zip", 141.4M
"typeB_okayama_2021_03.zip",  20.22M
"typeB_shimane_2021_03.zip",  21.79M
"typeB_tokushima_2021_03.zip",  14.23M
"typeB_tottori_2021_03.zip",  45.62M
"typeB_wakayama_2021_03.zip",  68.21M
"typeB_yamaguchi_2021_03.zip",  14.86M
"typeB_fukuoka_2021_03.zip", 258.33M
"typeB_kagoshima_2021_03.zip",  94.35M
"typeB_kochi_2021_03.zip",  34M
"typeB_kumamoto_2021_03.zip", 128.94M
"typeB_miyazaki_2021_03.zip",  78.45M
"typeB_nagasaki_2021_03.zip",  11.48M
"typeB_oita_2021_03.zip",  76.39M
"typeB_okinawa_2021_03.zip",  71.05M
"typeB_saga_2021_03.zip",  13.46M
"typeB_akita_2021_04.zip",   7.13M
"typeB_aomori_2021_04.zip",  72.06M
"typeB_fukushima_2021_04.zip",  53.04M
"typeB_ibaraki_2021_04.zip", 168.49M
"typeB_iwate_2021_04.zip", 134.92M
"typeB_kitami_2021_04.zip",  13.33M
"typeB_yamagata_2021_04.zip",  57.28M
"typeB_miyagi_2021_04.zip", 125.01M
"typeB_kushiro_2021_04.zip",  56.35M
"typeB_asahikawa_2021_04.zip",  21.21M
"typeB_hakodate_2021_04.zip",  19.6M
"typeB_sapporo_2021_04.zip", 207.17M
"typeB_toyama_2021_04.zip",  68.09M
"typeB_niigata_2021_04.zip",  92.56M
"typeB_nagano_2021_04.zip", 125.57M
"typeB_yamanashi_2021_04.zip",   7.79M
"typeB_kanagawa_2021_04.zip", 289.55M
"typeB_tokyo_2021_04.zip", 234.84M
"typeB_chiba_2021_04.zip", 121.84M
"typeB_saitama_2021_04.zip", 132.58M
"typeB_gumma_2021_04.zip",  86.82M
"typeB_tochigi_2021_04.zip",  12.61M
"typeB_hyogo_2021_04.zip",  99.04M
"typeB_osaka_2021_04.zip", 247.21M
"typeB_kyoto_2021_04.zip", 109.45M
"typeB_shiga_2021_04.zip",  54.63M
"typeB_mie_2021_04.zip",  17.81M
"typeB_aichi_2021_04.zip",  53.85M
"typeB_shizuoka_2021_04.zip",  61.17M
"typeB_gifu_2021_04.zip",  13.8M
"typeB_fukui_2021_04.zip",  19.55M
"typeB_ishikawa_2021_04.zip",  61.89M
"typeB_ehime_2021_04.zip",  77.39M
"typeB_kagawa_2021_04.zip",  14.54M
"typeB_tokushima_2021_04.zip",  13.71M
"typeB_yamaguchi_2021_04.zip",  14.39M
"typeB_hiroshima_2021_04.zip",  14.96M
"typeB_okayama_2021_04.zip",  19.59M
"typeB_shimane_2021_04.zip",  21.08M
"typeB_tottori_2021_04.zip",  45.21M
"typeB_wakayama_2021_04.zip",  65.84M
"typeB_nara_2021_04.zip", 136.36M
"typeB_okinawa_2021_04.zip",  68.38M
"typeB_kagoshima_2021_04.zip",  91.7M
"typeB_miyazaki_2021_04.zip",  77.21M
"typeB_oita_2021_04.zip",  74.24M
"typeB_kumamoto_2021_04.zip", 126.43M
"typeB_nagasaki_2021_04.zip",  11.04M
"typeB_saga_2021_04.zip",  13.09M
"typeB_fukuoka_2021_04.zip", 251.61M
"typeB_kochi_2021_04.zip",  32.57M
"typeB_aomori_2021_05.zip",  74.34M
"typeB_asahikawa_2021_05.zip",  21.84M
"typeB_hakodate_2021_05.zip",  20.32M
"typeB_iwate_2021_05.zip", 139.23M
"typeB_kitami_2021_05.zip",  13.7M
"typeB_kushiro_2021_05.zip",  58.33M
"typeB_miyagi_2021_05.zip", 129.51M
"typeB_sapporo_2021_05.zip", 216.56M
"typeB_akita_2021_05.zip",   7.51M
"typeB_chiba_2021_05.zip", 125.68M
"typeB_fukushima_2021_05.zip",  54.44M
"typeB_gumma_2021_05.zip",  89.49M
"typeB_ibaraki_2021_05.zip", 174.14M
"typeB_saitama_2021_05.zip", 136.62M
"typeB_tochigi_2021_05.zip",  12.98M
"typeB_yamagata_2021_05.zip",  59.17M
"typeB_aichi_2021_05.zip",  55.5M
"typeB_fukui_2021_05.zip",  20.14M
"typeB_gifu_2021_05.zip",  14.24M
"typeB_ishikawa_2021_05.zip",  63.84M
"typeB_kanagawa_2021_05.zip", 299.05M
"typeB_nagano_2021_05.zip", 129.5M
"typeB_niigata_2021_05.zip",  95.44M
"typeB_shizuoka_2021_05.zip",  62.81M
"typeB_tokyo_2021_05.zip", 240.09M
"typeB_toyama_2021_05.zip",  69.98M
"typeB_yamanashi_2021_05.zip",   8.13M
"typeB_hiroshima_2021_05.zip",  15.43M
"typeB_hyogo_2021_05.zip", 101.58M
"typeB_kyoto_2021_05.zip", 112.24M
"typeB_mie_2021_05.zip",  18.18M
"typeB_nara_2021_05.zip", 140.45M
"typeB_okayama_2021_05.zip",  20.19M
"typeB_osaka_2021_05.zip", 255.77M
"typeB_shiga_2021_05.zip",  56.4M
"typeB_shimane_2021_05.zip",  21.64M
"typeB_tottori_2021_05.zip",  46.03M
"typeB_wakayama_2021_05.zip",  68.14M
"typeB_ehime_2021_05.zip",  79.44M
"typeB_fukuoka_2021_05.zip", 259.31M
"typeB_kagawa_2021_05.zip",  14.96M
"typeB_kochi_2021_05.zip",  34.26M
"typeB_kumamoto_2021_05.zip", 130.91M
"typeB_miyazaki_2021_05.zip",  79.6M
"typeB_nagasaki_2021_05.zip",  11.33M
"typeB_oita_2021_05.zip",  76.38M
"typeB_saga_2021_05.zip",  13.52M
"typeB_tokushima_2021_05.zip",  14.09M
"typeB_yamaguchi_2021_05.zip",  14.84M
"typeB_kagoshima_2021_05.zip",  94.54M
"typeB_okinawa_2021_05.zip",  70.48M
"typeB_asahikawa_2021_06.zip",  21.15M
"typeB_hakodate_2021_06.zip",  19.63M
"typeB_kitami_2021_06.zip",  13.28M
"typeB_kushiro_2021_06.zip",  56.47M
"typeB_sapporo_2021_06.zip", 210.41M
"typeB_chiba_2021_06.zip", 121.44M
"typeB_saitama_2021_06.zip", 131.98M
"typeB_gumma_2021_06.zip",  86.74M
"typeB_tochigi_2021_06.zip",  13M
"typeB_ibaraki_2021_06.zip", 168.64M
"typeB_fukushima_2021_06.zip",  53.01M
"typeB_yamagata_2021_06.zip",  57.35M
"typeB_akita_2021_06.zip",   7.35M
"typeB_miyagi_2021_06.zip", 125.46M
"typeB_iwate_2021_06.zip", 134.49M
"typeB_aomori_2021_06.zip",  72.29M
"typeB_aichi_2021_06.zip",  53.82M
"typeB_shizuoka_2021_06.zip",  60.93M
"typeB_gifu_2021_06.zip",  13.9M
"typeB_fukui_2021_06.zip",  19.47M
"typeB_ishikawa_2021_06.zip",  62.01M
"typeB_toyama_2021_06.zip",  68.55M
"typeB_niigata_2021_06.zip",  92.18M
"typeB_nagano_2021_06.zip", 125.18M
"typeB_yamanashi_2021_06.zip",   7.9M
"typeB_kanagawa_2021_06.zip", 289.65M
"typeB_tokyo_2021_06.zip", 235.15M
"typeB_hiroshima_2021_06.zip",  14.97M
"typeB_okayama_2021_06.zip",  19.58M
"typeB_shimane_2021_06.zip",  20.96M
"typeB_tottori_2021_06.zip",  44.29M
"typeB_wakayama_2021_06.zip",  66.46M
"typeB_nara_2021_06.zip", 135.65M
"typeB_hyogo_2021_06.zip",  98.37M
"typeB_osaka_2021_06.zip", 248.28M
"typeB_kyoto_2021_06.zip", 109.32M
"typeB_shiga_2021_06.zip",  54.29M
"typeB_mie_2021_06.zip",  17.6M
"typeB_miyazaki_2021_06.zip",  77.3M
"typeB_oita_2021_06.zip",  74.04M
"typeB_kumamoto_2021_06.zip", 126.76M
"typeB_nagasaki_2021_06.zip",  10.98M
"typeB_saga_2021_06.zip",  13.13M
"typeB_fukuoka_2021_06.zip", 251.17M
"typeB_kochi_2021_06.zip",  33.61M
"typeB_ehime_2021_06.zip",  77.69M
"typeB_kagawa_2021_06.zip",  14.68M
"typeB_tokushima_2021_06.zip",  13.75M
"typeB_yamaguchi_2021_06.zip",  14.37M
"typeB_okinawa_2021_06.zip",  68.13M
"typeB_kagoshima_2021_06.zip",  90.98M
"typeB_kitami_2021_07.zip",  13.77M
"typeB_kushiro_2021_07.zip",  58.99M
"typeB_asahikawa_2021_07.zip",  21.96M
"typeB_hakodate_2021_07.zip",  20.25M
"typeB_sapporo_2021_07.zip", 215.12M
"typeB_chiba_2021_07.zip", 125.34M
"typeB_saitama_2021_07.zip", 136.57M
"typeB_gumma_2021_07.zip",  89.7M
"typeB_tochigi_2021_07.zip",  13.44M
"typeB_ibaraki_2021_07.zip", 174.37M
"typeB_fukushima_2021_07.zip",  54.8M
"typeB_yamagata_2021_07.zip",  59.32M
"typeB_akita_2021_07.zip",   7.64M
"typeB_miyagi_2021_07.zip", 129.5M
"typeB_iwate_2021_07.zip", 139.01M
"typeB_aomori_2021_07.zip",  74.81M
"typeB_aichi_2021_07.zip",  55.48M
"typeB_shizuoka_2021_07.zip",  63.11M
"typeB_gifu_2021_07.zip",  14.44M
"typeB_fukui_2021_07.zip",  20.21M
"typeB_ishikawa_2021_07.zip",  64.92M
"typeB_toyama_2021_07.zip",  71.7M
"typeB_niigata_2021_07.zip",  95.04M
"typeB_nagano_2021_07.zip", 130.04M
"typeB_yamanashi_2021_07.zip",   8.16M
"typeB_kanagawa_2021_07.zip", 299.14M
"typeB_tokyo_2021_07.zip", 194.44M
"typeB_hiroshima_2021_07.zip",  15.48M
"typeB_okayama_2021_07.zip",  20.24M
"typeB_shimane_2021_07.zip",  21.07M
"typeB_tottori_2021_07.zip",  45.69M
"typeB_wakayama_2021_07.zip",  68.43M
"typeB_nara_2021_07.zip", 139.32M
"typeB_hyogo_2021_07.zip", 101.65M
"typeB_osaka_2021_07.zip", 256.38M
"typeB_kyoto_2021_07.zip", 113.21M
"typeB_shiga_2021_07.zip",  56.44M
"typeB_mie_2021_07.zip",  18.16M
"typeB_okinawa_2021_07.zip",  70.37M
"typeB_kagoshima_2021_07.zip",  94.1M
"typeB_miyazaki_2021_07.zip",  79.79M
"typeB_oita_2021_07.zip",  76.52M
"typeB_kumamoto_2021_07.zip", 130.77M
"typeB_nagasaki_2021_07.zip",  11.34M
"typeB_saga_2021_07.zip",  13.57M
"typeB_fukuoka_2021_07.zip", 259.77M
"typeB_kochi_2021_07.zip",  34.72M
"typeB_ehime_2021_07.zip",  80.29M
"typeB_kagawa_2021_07.zip",  15.14M
"typeB_tokushima_2021_07.zip",  14.22M
"typeB_yamaguchi_2021_07.zip",  14.87M
"typeB_chiba_2021_08.zip", 125.21M
"typeB_saitama_2021_08.zip", 135.6M
"typeB_gumma_2021_08.zip",  89.22M
"typeB_tochigi_2021_08.zip",  13.22M
"typeB_ibaraki_2021_08.zip", 173.48M
"typeB_fukushima_2021_08.zip",  54.47M
"typeB_yamagata_2021_08.zip",  59.3M
"typeB_akita_2021_08.zip",   7.49M
"typeB_miyagi_2021_08.zip", 129.25M
"typeB_iwate_2021_08.zip", 138.73M
"typeB_aomori_2021_08.zip",  74.39M
"typeB_kitami_2021_08.zip",  13.72M
"typeB_kushiro_2021_08.zip",  58.59M
"typeB_asahikawa_2021_08.zip",  21.88M
"typeB_hakodate_2021_08.zip",  20.13M
"typeB_sapporo_2021_08.zip", 217.22M
"typeB_aichi_2021_08.zip",  55.39M
"typeB_shizuoka_2021_08.zip",  62.81M
"typeB_gifu_2021_08.zip",  14.25M
"typeB_fukui_2021_08.zip",  20.07M
"typeB_ishikawa_2021_08.zip",  64.73M
"typeB_toyama_2021_08.zip",  70.39M
"typeB_niigata_2021_08.zip",  94.91M
"typeB_nagano_2021_08.zip", 129.92M
"typeB_yamanashi_2021_08.zip",   8.15M
"typeB_kanagawa_2021_08.zip", 298.72M
"typeB_tokyo_2021_08.zip", 242.05M
"typeB_hiroshima_2021_08.zip",  15.41M
"typeB_okayama_2021_08.zip",  20.19M
"typeB_shimane_2021_08.zip",  21.56M
"typeB_tottori_2021_08.zip",  45.13M
"typeB_wakayama_2021_08.zip",  67.99M
"typeB_nara_2021_08.zip", 138.98M
"typeB_hyogo_2021_08.zip", 101.16M
"typeB_osaka_2021_08.zip", 255.84M
"typeB_kyoto_2021_08.zip", 112.46M
"typeB_shiga_2021_08.zip",  55.83M
"typeB_mie_2021_08.zip",  18.09M
"typeB_okinawa_2021_08.zip",  69.74M
"typeB_kagoshima_2021_08.zip",  93.19M
"typeB_miyazaki_2021_08.zip",  79.3M
"typeB_oita_2021_08.zip",  76.28M
"typeB_kumamoto_2021_08.zip", 130.68M
"typeB_nagasaki_2021_08.zip",  11.25M
"typeB_saga_2021_08.zip",  13.55M
"typeB_fukuoka_2021_08.zip", 256.71M
"typeB_kochi_2021_08.zip",  34.39M
"typeB_ehime_2021_08.zip",  79.75M
"typeB_kagawa_2021_08.zip",  15.09M
"typeB_tokushima_2021_08.zip",  14.19M
"typeB_yamaguchi_2021_08.zip",  14.76M
"typeB_asahikawa_2021_09.zip",  21.11M
"typeB_hakodate_2021_09.zip",  19.23M
"typeB_kitami_2021_09.zip",  13.21M
"typeB_kushiro_2021_09.zip",  56.45M
"typeB_sapporo_2021_09.zip", 209.77M
"typeB_akita_2021_09.zip",   7.24M
"typeB_aomori_2021_09.zip",  71.75M
"typeB_fukushima_2021_09.zip",  52.67M
"typeB_gumma_2021_09.zip",  86.36M
"typeB_ibaraki_2021_09.zip", 167.73M
"typeB_iwate_2021_09.zip", 133.52M
"typeB_miyagi_2021_09.zip", 125.19M
"typeB_saitama_2021_09.zip", 130.79M
"typeB_tochigi_2021_09.zip",  12.76M
"typeB_yamagata_2021_09.zip",  57.21M
"typeB_chiba_2021_09.zip", 120.78M
"typeB_fukui_2021_09.zip",  19.32M
"typeB_gifu_2021_09.zip",  13.68M
"typeB_ishikawa_2021_09.zip",  62.11M
"typeB_kanagawa_2021_09.zip", 289.23M
"typeB_nagano_2021_09.zip", 124.78M
"typeB_niigata_2021_09.zip",  91.48M
"typeB_tokyo_2021_09.zip", 234.75M
"typeB_toyama_2021_09.zip",  67.93M
"typeB_yamanashi_2021_09.zip",   7.86M
"typeB_aichi_2021_09.zip",  53.32M
"typeB_hyogo_2021_09.zip",  98.02M
"typeB_kyoto_2021_09.zip", 108.77M
"typeB_mie_2021_09.zip",  17.4M
"typeB_nara_2021_09.zip", 134.54M
"typeB_osaka_2021_09.zip", 246.63M
"typeB_shiga_2021_09.zip",  53.55M
"typeB_shizuoka_2021_09.zip",  61.13M
"typeB_tottori_2021_09.zip",  43.72M
"typeB_wakayama_2021_09.zip",  65.8M
"typeB_ehime_2021_09.zip",  76.86M
"typeB_fukuoka_2021_09.zip", 249.07M
"typeB_hiroshima_2021_09.zip",  14.85M
"typeB_kagawa_2021_09.zip",  14.56M
"typeB_kochi_2021_09.zip",  32.77M
"typeB_okayama_2021_09.zip",  19.59M
"typeB_saga_2021_09.zip",  13.14M
"typeB_shimane_2021_09.zip",  20.82M
"typeB_tokushima_2021_09.zip",  13.67M
"typeB_yamaguchi_2021_09.zip",  14.32M
"typeB_kagoshima_2021_09.zip",  89.95M
"typeB_kumamoto_2021_09.zip", 126.48M
"typeB_miyazaki_2021_09.zip",  76.6M
"typeB_nagasaki_2021_09.zip",  10.97M
"typeB_oita_2021_09.zip",  73.89M
"typeB_okinawa_2021_09.zip",  67.55M
"typeB_asahikawa_2021_10.zip",  22.02M
"typeB_hakodate_2021_10.zip",  19.8M
"typeB_kushiro_2021_10.zip",  58.21M
"typeB_sapporo_2021_10.zip", 216.48M
"typeB_akita_2021_10.zip",   7.53M
"typeB_aomori_2021_10.zip",  74.32M
"typeB_fukushima_2021_10.zip",  54.64M
"typeB_iwate_2021_10.zip", 137.37M
"typeB_kitami_2021_10.zip",  13.74M
"typeB_miyagi_2021_10.zip", 129.3M
"typeB_yamagata_2021_10.zip",  59.08M
"typeB_chiba_2021_10.zip", 124.4M
"typeB_gumma_2021_10.zip",  89.43M
"typeB_ibaraki_2021_10.zip", 173.37M
"typeB_kanagawa_2021_10.zip", 298.75M
"typeB_saitama_2021_10.zip", 135.39M
"typeB_tochigi_2021_10.zip",  13.31M
"typeB_tokyo_2021_10.zip", 240.82M
"typeB_yamanashi_2021_10.zip",   8.21M
"typeB_aichi_2021_10.zip",  55.25M
"typeB_fukui_2021_10.zip",  20.08M
"typeB_gifu_2021_10.zip",  14.2M
"typeB_ishikawa_2021_10.zip",  63.64M
"typeB_nagano_2021_10.zip", 129.38M
"typeB_niigata_2021_10.zip",  94.52M
"typeB_shizuoka_2021_10.zip",  63.03M
"typeB_toyama_2021_10.zip",  71.54M
"typeB_hyogo_2021_10.zip", 101.46M
"typeB_kyoto_2021_10.zip", 112.38M
"typeB_mie_2021_10.zip",  18.11M
"typeB_nara_2021_10.zip", 139.24M
"typeB_osaka_2021_10.zip", 253.15M
"typeB_shiga_2021_10.zip",  55.38M
"typeB_tottori_2021_10.zip",  46.92M
"typeB_wakayama_2021_10.zip",  67.88M
"typeB_ehime_2021_10.zip",  79.73M
"typeB_hiroshima_2021_10.zip",  15.37M
"typeB_kagawa_2021_10.zip",  15.09M
"typeB_kochi_2021_10.zip",  34.4M
"typeB_okayama_2021_10.zip",  20.28M
"typeB_shimane_2021_10.zip",  21.61M
"typeB_tokushima_2021_10.zip",  14.21M
"typeB_yamaguchi_2021_10.zip",  14.82M
"typeB_fukuoka_2021_10.zip", 258.66M
"typeB_kagoshima_2021_10.zip",  93.01M
"typeB_kumamoto_2021_10.zip", 130.07M
"typeB_miyazaki_2021_10.zip",  79.46M
"typeB_nagasaki_2021_10.zip",  11.36M
"typeB_oita_2021_10.zip",  76.37M
"typeB_okinawa_2021_10.zip",  70.3M
"typeB_saga_2021_10.zip",  13.6M
"typeB_sapporo_2021_11.zip", 208.66M
"typeB_kushiro_2021_11.zip",  56.05M
"typeB_hakodate_2021_11.zip",  18.96M
"typeB_asahikawa_2021_11.zip",  21.24M
"typeB_yamagata_2021_11.zip",  57.18M
"typeB_miyagi_2021_11.zip", 124.34M
"typeB_kitami_2021_11.zip",  13.31M
"typeB_iwate_2021_11.zip", 133.89M
"typeB_ibaraki_2021_11.zip", 166.91M
"typeB_fukushima_2021_11.zip",  52.94M
"typeB_aomori_2021_11.zip",  72.11M
"typeB_akita_2021_11.zip",   7.3M
"typeB_tochigi_2021_11.zip",  12.87M
"typeB_gumma_2021_11.zip",  86.31M
"typeB_saitama_2021_11.zip", 130.41M
"typeB_chiba_2021_11.zip", 120.37M
"typeB_tokyo_2021_11.zip", 237.32M
"typeB_yamanashi_2021_11.zip",   7.92M
"typeB_niigata_2021_11.zip",  91.32M
"typeB_nagano_2021_11.zip", 125.1M
"typeB_kanagawa_2021_11.zip", 286.99M
"typeB_aichi_2021_11.zip",  52.77M
"typeB_fukui_2021_11.zip",  19.54M
"typeB_gifu_2021_11.zip",  13.85M
"typeB_ishikawa_2021_11.zip",  61.95M
"typeB_kyoto_2021_11.zip", 109.45M
"typeB_mie_2021_11.zip",  17.69M
"typeB_shiga_2021_11.zip",  52.36M
"typeB_shizuoka_2021_11.zip",  60.48M
"typeB_toyama_2021_11.zip",  68.89M
"typeB_hiroshima_2021_11.zip",  14.85M
"typeB_hyogo_2021_11.zip",  97.38M
"typeB_nara_2021_11.zip", 134.51M
"typeB_okayama_2021_11.zip",  19.58M
"typeB_osaka_2021_11.zip", 244.89M
"typeB_shimane_2021_11.zip",  20.89M
"typeB_tottori_2021_11.zip",  45.24M
"typeB_wakayama_2021_11.zip",  65.19M
"typeB_yamaguchi_2021_11.zip",  14.37M
"typeB_ehime_2021_11.zip",  77.08M
"typeB_fukuoka_2021_11.zip", 249.91M
"typeB_kagawa_2021_11.zip",  14.64M
"typeB_kochi_2021_11.zip",  33.34M
"typeB_kumamoto_2021_11.zip", 125.35M
"typeB_nagasaki_2021_11.zip",  11.02M
"typeB_oita_2021_11.zip",  73.73M
"typeB_saga_2021_11.zip",  13.04M
"typeB_tokushima_2021_11.zip",  13.74M
"typeB_kagoshima_2021_11.zip",  89.56M
"typeB_miyazaki_2021_11.zip",  76.66M
"typeB_okinawa_2021_11.zip",  68.39M
"typeB_ibaraki_2021_12.zip", 170.88M
"typeB_fukushima_2021_12.zip",  53.75M
"typeB_yamagata_2021_12.zip",  59.09M
"typeB_akita_2021_12.zip",   7.55M
"typeB_miyagi_2021_12.zip", 128.66M
"typeB_iwate_2021_12.zip", 137.91M
"typeB_aomori_2021_12.zip",  73.97M
"typeB_kitami_2021_12.zip",  13.8M
