"meshcode10km","nearest_block_no","area","station_name"
"503252","0779","山口","安下庄"
"503253","0779","山口","安下庄"
"503255","1521","愛媛","松山南吉田"
"503256","47887","愛媛","松山"
"503257","0737","愛媛","上林"
"503260","0942","山口","柳井"
"503261","0779","山口","安下庄"
"503262","0779","山口","安下庄"
"503263","0779","山口","安下庄"
"503265","1521","愛媛","松山南吉田"
"503266","47887","愛媛","松山"
"503267","0958","愛媛","西条"
"503270","0942","山口","柳井"
"503271","0942","山口","柳井"
"503272","0779","山口","安下庄"
"503273","0690","広島","倉橋"
"503274","0690","広島","倉橋"
"503275","47887","愛媛","松山"
"503276","0733","愛媛","玉川"
"503277","0733","愛媛","玉川"
"503300","0754","高知","船戸"
"503301","0756","高知","須崎"
"503302","0756","高知","須崎"
"503303","0756","高知","須崎"
"503310","0753","高知","鳥形山"
"503311","0748","高知","佐川"
"503312","0748","高知","佐川"
"503313","47893","高知","高知"
"503314","1476","高知","南国日章"
"503316","0755","高知","安芸"
"503317","0755","高知","安芸"
"503320","0753","高知","鳥形山"
"503321","0748","高知","佐川"
"503322","0748","高知","佐川"
"503323","47893","高知","高知"
"503324","47893","高知","高知"
"503325","1476","高知","南国日章"
"503326","0755","高知","安芸"
"503327","0755","高知","安芸"
"503330","1179","高知","池川"
"503331","1179","高知","池川"
"503332","1351","高知","本川"
"503333","47893","高知","高知"
"503334","1249","高知","後免"
"503335","1249","高知","後免"
"503336","1229","高知","大栃"
"503337","1229","高知","大栃"
"503340","0738","愛媛","成就社"
"503341","0738","愛媛","成就社"
"503342","1351","高知","本川"
"503343","1351","高知","本川"
"503344","0746","高知","本山"
"503345","0747","高知","繁藤"
"503346","1229","高知","大栃"
"503347","1229","高知","大栃"
"503350","0738","愛媛","成就社"
"503351","0738","愛媛","成就社"
"503352","1351","高知","本川"
"503353","1351","高知","本川"
"503354","0746","高知","本山"
"503355","0746","高知","本山"
"503356","1252","徳島","京上"
"503357","1252","徳島","京上"
"503360","0958","愛媛","西条"
"503361","0958","愛媛","西条"
"503362","0734","愛媛","新居浜"
"503363","1260","愛媛","富郷"
"503364","1260","愛媛","富郷"
"503365","0735","愛媛","四国中央"
"503366","1252","徳島","京上"
"503367","1252","徳島","京上"
"503370","0958","愛媛","西条"
"503371","0958","愛媛","西条"
"503372","0734","愛媛","新居浜"
"503373","1260","愛媛","富郷"
"503374","0735","愛媛","四国中央"
"503375","0720","徳島","池田"
"503376","0720","徳島","池田"
"503377","1327","徳島","半田"
"503400","0955","高知","田野"
"503401","0757","高知","佐喜浜"
"503410","0955","高知","田野"
"503411","0757","高知","佐喜浜"
"503412","0757","高知","佐喜浜"
"503420","1281","高知","魚梁瀬"
"503421","1281","高知","魚梁瀬"
"503422","1604","徳島","海陽"
"503430","1281","高知","魚梁瀬"
"503431","1281","高知","魚梁瀬"
"503432","1604","徳島","海陽"
"503433","1604","徳島","海陽"
"503434","0724","徳島","日和佐"
"503440","1352","徳島","木頭"
"503441","1352","徳島","木頭"
"503442","1604","徳島","海陽"
"503443","0724","徳島","日和佐"
"503444","0724","徳島","日和佐"
"503450","1352","徳島","木頭"
"503451","1352","徳島","木頭"
"503452","1098","徳島","福原旭"
"503453","1098","徳島","福原旭"
"503454","0724","徳島","日和佐"
"503455","1242","徳島","蒲生田"
"503456","1242","徳島","蒲生田"
"503460","1327","徳島","半田"
"503461","1352","徳島","木頭"
"503462","1098","徳島","福原旭"
"503463","1098","徳島","福原旭"
"503464","1242","徳島","蒲生田"
"503465","1242","徳島","蒲生田"
"503466","1242","徳島","蒲生田"
"503470","1327","徳島","半田"
"503471","0972","徳島","穴吹"
"503472","1098","徳島","福原旭"
"503473","1098","徳島","福原旭"
"503474","47895","徳島","徳島"
"503475","1242","徳島","蒲生田"
"503514","0651","和歌山","日置川"
"503515","47778","和歌山","潮岬"
"503516","47778","和歌山","潮岬"
"503523","0651","和歌山","日置川"
"503524","0651","和歌山","日置川"
"503525","47778","和歌山","潮岬"
"503526","47778","和歌山","潮岬"
"503527","1172","和歌山","色川"
"503532","1589","和歌山","南紀白浜"
"503533","0651","和歌山","日置川"
"503534","0651","和歌山","日置川"
"503535","1347","和歌山","西川"
"503536","1172","和歌山","色川"
"503537","0649","和歌山","新宮"
"503542","1589","和歌山","南紀白浜"
"503543","1589","和歌山","南紀白浜"
"503544","0971","和歌山","栗栖川"
"503545","1347","和歌山","西川"
"503546","1172","和歌山","色川"
"503547","0649","和歌山","新宮"
"503551","1485","和歌山","川辺"
"503552","1485","和歌山","川辺"
"503553","0971","和歌山","栗栖川"
"503554","0971","和歌山","栗栖川"
"503555","1074","和歌山","本宮"
"503556","1074","和歌山","本宮"
"503557","1423","三重","御浜"
"503560","1485","和歌山","川辺"
"503561","1485","和歌山","川辺"
"503562","1485","和歌山","川辺"
"503563","0971","和歌山","栗栖川"
"503564","1089","和歌山","龍神"
"503565","1074","和歌山","本宮"
"503566","1074","和歌山","本宮"
"503567","1423","三重","御浜"
"503570","0978","和歌山","湯浅"
"503571","1485","和歌山","川辺"
"503572","1485","和歌山","川辺"
"503573","1089","和歌山","龍神"
"503574","1089","和歌山","龍神"
"503575","1228","奈良","風屋"
"503576","1669","奈良","葛川"
"503577","1649","奈良","下北山"
"503640","0649","和歌山","新宮"
"503650","1423","三重","御浜"
"503660","1532","三重","熊野新鹿"
"503661","1532","三重","熊野新鹿"
"503670","1532","三重","熊野新鹿"
"503671","1532","三重","熊野新鹿"
"503672","47663","三重","尾鷲"
"503964","1506","東京","三宅坪田"
"503965","1506","東京","三宅坪田"
"512901","47800","長崎","厳原"
"512911","47800","長崎","厳原"
"512912","47800","長崎","厳原"
"512921","47800","長崎","厳原"
"512922","47800","長崎","厳原"
"512931","1538","長崎","美津島"
"512932","1538","長崎","美津島"
"512933","1538","長崎","美津島"
"512941","1538","長崎","美津島"
"512942","1538","長崎","美津島"
"512943","1538","長崎","美津島"
"512952","1538","長崎","美津島"
"512953","1538","長崎","美津島"
"512962","1453","長崎","鰐浦"
"512963","1453","長崎","鰐浦"
"512972","1453","長崎","鰐浦"
"512973","1453","長崎","鰐浦"
"513007","47762","山口","下関"
"513016","47762","山口","下関"
"513017","0772","山口","豊田"
"513027","0772","山口","豊田"
"513036","0939","山口","油谷"
"513037","0939","山口","油谷"
"513046","0939","山口","油谷"
"513047","0939","山口","油谷"
"513057","0939","山口","油谷"
"513100","1620","山口","東厚保"
"513101","1620","山口","東厚保"
"513102","0778","山口","宇部"
"513103","0775","山口","防府"
"513104","0775","山口","防府"
"513105","1261","山口","和田"
"513106","0776","山口","下松"
"513107","0776","山口","下松"
"513110","0772","山口","豊田"
"513111","1620","山口","東厚保"
"513112","0769","山口","秋吉台"
"513113","47784","山口","山口"
"513114","0775","山口","防府"
"513115","1261","山口","和田"
"513116","1261","山口","和田"
"513117","0776","山口","下松"
"513120","0772","山口","豊田"
"513121","0772","山口","豊田"
"513122","0769","山口","秋吉台"
"513123","47784","山口","山口"
"513124","47784","山口","山口"
"513125","1261","山口","和田"
"513126","1614","山口","鹿野"
"513127","0771","山口","広瀬"
"513130","0939","山口","油谷"
"513131","0769","山口","秋吉台"
"513132","0769","山口","秋吉台"
"513133","47754","山口","萩"
"513134","1367","山口","篠生"
"513135","1367","山口","篠生"
"513136","1614","山口","鹿野"
"513137","0771","山口","広瀬"
"513140","0939","山口","油谷"
"513141","0939","山口","油谷"
"513142","47754","山口","萩"
"513143","47754","山口","萩"
"513144","1367","山口","篠生"
"513145","0767","山口","徳佐"
"513146","1592","島根","吉賀"
"513147","1592","島根","吉賀"
"513150","0939","山口","油谷"
"513151","0939","山口","油谷"
"513152","47754","山口","萩"
"513153","47754","山口","萩"
"513154","1367","山口","篠生"
"513155","0707","島根","津和野"
"513156","0707","島根","津和野"
"513157","1592","島根","吉賀"
"513162","47754","山口","萩"
"513163","47754","山口","萩"
"513164","0765","山口","須佐"
"513165","0765","山口","須佐"
"513166","0707","島根","津和野"
"513167","1176","島根","匹見"
"513174","0765","山口","須佐"
"513175","0765","山口","須佐"
"513176","0704","島根","益田"
"513177","1176","島根","匹見"
"513200","0913","山口","玖珂"
"513201","0942","山口","柳井"
"513202","0779","山口","安下庄"
"513203","0690","広島","倉橋"
"513204","0690","広島","倉橋"
"513205","1606","広島","呉市蒲刈"
"513206","0733","愛媛","玉川"
"513207","0733","愛媛","玉川"
"513210","0913","山口","玖珂"
"513211","0940","山口","岩国"
"513212","0688","広島","大竹"
"513213","0690","広島","倉橋"
"513214","0690","広島","倉橋"
"513215","1606","広島","呉市蒲刈"
"513216","1606","広島","呉市蒲刈"
"513217","1077","愛媛","今治"
"513220","0940","山口","岩国"
"513221","0688","広島","大竹"
"513222","0688","広島","大竹"
"513223","47766","広島","呉"
"513224","47766","広島","呉"
"513225","1606","広島","呉市蒲刈"
"513226","1606","広島","呉市蒲刈"
"513227","0732","愛媛","大三島"
"513230","1100","山口","羅漢山"
"513231","1326","広島","廿日市津田"
"513232","0688","広島","大竹"
"513233","47765","広島","広島"
"513234","47766","広島","呉"
"513235","47766","広島","呉"
"513236","1606","広島","呉市蒲刈"
"513237","0686","広島","竹原"
"513240","1100","山口","羅漢山"
"513241","1326","広島","廿日市津田"
"513242","1575","広島","佐伯湯来"
"513243","47765","広島","広島"
"513244","47765","広島","広島"
"513245","0683","広島","東広島"
"513246","1472","広島","本郷"
"513247","0686","広島","竹原"
"513250","1176","島根","匹見"
"513251","1575","広島","佐伯湯来"
"513252","1575","広島","佐伯湯来"
"513253","47765","広島","広島"
"513254","1163","広島","志和"
"513255","1163","広島","志和"
"513256","1472","広島","本郷"
"513257","1472","広島","本郷"
"513260","1176","島根","匹見"
"513261","0680","広島","内黒山"
"513262","1575","広島","佐伯湯来"
"513263","0950","広島","三入"
"513264","0950","広島","三入"
"513265","1163","広島","志和"
"513266","1603","広島","安宿"
"513267","1603","広島","安宿"
"513270","1176","島根","匹見"
"513271","0680","広島","内黒山"
"513272","0677","広島","加計"
"513273","1579","広島","都志見"
"513274","0950","広島","三入"
"513275","0949","広島","甲田"
"513276","1603","広島","安宿"
"513277","1603","広島","安宿"
"513300","1077","愛媛","今治"
"513302","0734","愛媛","新居浜"
"513304","0735","愛媛","四国中央"
"513305","0720","徳島","池田"
"513306","0720","徳島","池田"
"513307","1327","徳島","半田"
"513310","1077","愛媛","今治"
"513315","1239","香川","財田"
"513316","1239","香川","財田"
"513317","1475","香川","香南"
"513320","0732","愛媛","大三島"
"513321","0687","広島","生口島"
"513322","0687","広島","生口島"
"513324","47890","香川","多度津"
"513325","47890","香川","多度津"
"513326","47890","香川","多度津"
"513327","0729","香川","滝宮"
"513330","0732","愛媛","大三島"
"513331","0687","広島","生口島"
"513332","47767","広島","福山"
"513333","0919","岡山","笠岡"
"513334","47890","香川","多度津"
"513335","47890","香川","多度津"
"513336","47890","香川","多度津"
"513337","0729","香川","滝宮"
"513340","0686","広島","竹原"
"513341","47767","広島","福山"
"513342","47767","広島","福山"
"513343","0919","岡山","笠岡"
"513344","0919","岡山","笠岡"
"513345","47890","香川","多度津"
"513346","47890","香川","多度津"
"513347","47891","香川","高松"
"513350","0681","広島","世羅"
"513351","47767","広島","福山"
"513352","47767","広島","福山"
"513353","0919","岡山","笠岡"
"513354","0919","岡山","笠岡"
"513355","0669","岡山","倉敷"
"513356","0670","岡山","玉野"
"513357","0670","岡山","玉野"
"513360","0681","広島","世羅"
"513361","0951","広島","府中"
"513362","0951","広島","府中"
"513363","0919","岡山","笠岡"
"513364","0919","岡山","笠岡"
"513365","0669","岡山","倉敷"
"513366","0669","岡山","倉敷"
"513367","0670","岡山","玉野"
"513370","0681","広島","世羅"
"513371","0679","広島","上下"
"513372","0951","広島","府中"
"513373","0665","岡山","佐屋"
"513374","0666","岡山","矢掛"
"513375","0666","岡山","矢掛"
"513376","0669","岡山","倉敷"
"513377","47768","岡山","岡山"
"513400","1327","徳島","半田"
"513401","0972","徳島","穴吹"
"513402","0972","徳島","穴吹"
"513403","47895","徳島","徳島"
"513404","47895","徳島","徳島"
"513405","47895","徳島","徳島"
"513410","0731","徳島","竜王山"
"513411","0972","徳島","穴吹"
"513412","0730","香川","引田"
"513413","0730","香川","引田"
"513414","47895","徳島","徳島"
"513415","1337","兵庫","南淡"
"513416","1337","兵庫","南淡"
"513420","1475","香川","香南"
"513421","0731","徳島","竜王山"
"513422","0730","香川","引田"
"513423","0730","香川","引田"
"513424","1337","兵庫","南淡"
"513425","1337","兵庫","南淡"
"513426","1337","兵庫","南淡"
"513427","1457","和歌山","友ケ島"
"513430","47891","香川","高松"
"513431","47891","香川","高松"
"513432","0730","香川","引田"
"513433","0730","香川","引田"
"513435","1337","兵庫","南淡"
"513436","47776","兵庫","洲本"
"513437","1457","和歌山","友ケ島"
"513440","47891","香川","高松"
"513441","0726","香川","内海"
"513442","0726","香川","内海"
"513445","47776","兵庫","洲本"
"513446","47776","兵庫","洲本"
"513447","47776","兵庫","洲本"
"513450","0670","岡山","玉野"
"513451","0726","香川","内海"
"513452","0726","香川","内海"
"513456","0970","兵庫","郡家"
"513457","0970","兵庫","郡家"
"513460","0670","岡山","玉野"
"513461","0726","香川","内海"
"513462","0726","香川","内海"
"513466","0970","兵庫","郡家"
"513467","0970","兵庫","郡家"
"513470","0668","岡山","虫明"
"513471","0668","岡山","虫明"
"513473","0624","兵庫","家島"
"513474","0624","兵庫","家島"
"513477","0625","兵庫","明石"
"513500","0978","和歌山","湯浅"
"513501","0978","和歌山","湯浅"
"513502","1063","和歌山","清水"
"513503","1063","和歌山","清水"
"513504","0646","和歌山","護摩壇山"
"513505","1228","奈良","風屋"
"513506","1228","奈良","風屋"
"513507","1649","奈良","下北山"
"513510","47777","和歌山","和歌山"
"513511","0978","和歌山","湯浅"
"513512","1063","和歌山","清水"
"513513","1063","和歌山","清水"
"513514","0646","和歌山","護摩壇山"
"513515","1228","奈良","風屋"
"513516","1228","奈良","風屋"
"513517","0957","奈良","上北山"
"513520","1457","和歌山","友ケ島"
"513521","47777","和歌山","和歌山"
"513522","47777","和歌山","和歌山"
"513523","1342","和歌山","かつらぎ"
"513524","0645","和歌山","高野山"
"513525","0645","和歌山","高野山"
"513526","1619","奈良","天川"
"513527","1619","奈良","天川"
"513530","1457","和歌山","友ケ島"
"513531","47777","和歌山","和歌山"
"513532","0606","大阪","熊取"
"513533","0642","和歌山","葛城山"
"513534","1342","和歌山","かつらぎ"
"513535","0635","奈良","五條"
"513536","1619","奈良","天川"
"513537","1619","奈良","天川"
"513541","1471","大阪","関空島"
"513542","0606","大阪","熊取"
"513543","0642","和歌山","葛城山"
"513544","0605","大阪","河内長野"
"513545","0635","奈良","五條"
"513546","1439","奈良","吉野"
"513547","1439","奈良","吉野"
"513552","1471","大阪","関空島"
"513553","0605","大阪","河内長野"
"513554","0605","大阪","河内長野"
"513555","1376","奈良","葛城"
"513556","0633","奈良","大宇陀"
"513557","0633","奈良","大宇陀"
"513560","1587","兵庫","神戸空港"
"513563","1062","大阪","堺"
"513564","1470","大阪","八尾"
"513565","1376","奈良","葛城"
"513566","0631","奈良","田原本"
"513567","0633","奈良","大宇陀"
"513570","47770","兵庫","神戸"
"513571","1587","兵庫","神戸空港"
"513573","47772","大阪","大阪"
"513574","47772","大阪","大阪"
"513575","0604","大阪","生駒山"
"513576","47780","奈良","奈良"
"513577","0630","奈良","針"
"513600","1649","奈良","下北山"
"513601","47663","三重","尾鷲"
"513602","47663","三重","尾鷲"
"513610","0957","奈良","上北山"
"513611","47663","三重","尾鷲"
"513612","1349","三重","紀伊長島"
"513620","0957","奈良","上北山"
"513621","1255","三重","宮川"
"513622","1349","三重","紀伊長島"
"513623","1349","三重","紀伊長島"
"513624","0511","三重","藤坂峠"
"513626","1381","三重","阿児"
"513630","1255","三重","宮川"
"513631","1255","三重","宮川"
"513632","1349","三重","紀伊長島"
"513633","0511","三重","藤坂峠"
"513634","0511","三重","藤坂峠"
"513635","1258","三重","南伊勢"
"513636","1381","三重","阿児"
"513637","1381","三重","阿児"
"513640","1439","奈良","吉野"
"513641","1255","三重","宮川"
"513642","0510","三重","粥見"
"513643","0511","三重","藤坂峠"
"513644","0511","三重","藤坂峠"
"513645","1258","三重","南伊勢"
"513646","1381","三重","阿児"
"513647","1381","三重","阿児"
"513650","0632","奈良","曽爾"
"513651","0632","奈良","曽爾"
"513652","0510","三重","粥見"
"513653","0510","三重","粥見"
"513654","0509","三重","小俣"
"513655","0509","三重","小俣"
"513656","1230","三重","鳥羽"
"513657","1230","三重","鳥羽"
"513660","0632","奈良","曽爾"
"513661","0632","奈良","曽爾"
"513662","1356","三重","白山"
"513663","0510","三重","粥見"
"513664","0509","三重","小俣"
"513665","0509","三重","小俣"
"513666","1230","三重","鳥羽"
"513667","1230","三重","鳥羽"
"513670","0507","三重","名張"
"513671","0507","三重","名張"
"513672","1356","三重","白山"
"513673","47651","三重","津"
"513674","47651","三重","津"
"513675","0509","三重","小俣"
"513760","47653","愛知","伊良湖"
"513770","47653","愛知","伊良湖"
"513771","0472","愛知","田原"
"513772","0472","愛知","田原"
"513773","0470","愛知","豊橋"
"513775","47654","静岡","浜松"
"513776","1244","静岡","磐田"
"513777","1244","静岡","磐田"
"513867","47666","静岡","石廊崎"
"513870","47655","静岡","御前崎"
"513871","47655","静岡","御前崎"
"513876","47666","静岡","石廊崎"
"513877","47666","静岡","石廊崎"
"513903","47677","東京","三宅島"
"513904","1506","東京","三宅坪田"
"513913","47677","東京","三宅島"
"513914","47677","東京","三宅島"
"513920","1505","東京","神津島"
"513921","1505","東京","神津島"
"513931","1134","東京","新島"
"513932","1134","東京","新島"
"513941","1134","東京","新島"
"513942","1134","東京","新島"
"513952","1646","東京","利島"
"513962","1646","東京","利島"
"522903","1453","長崎","鰐浦"
"522904","1453","長崎","鰐浦"
"523105","1474","島根","高津"
"523106","0704","島根","益田"
"523107","0703","島根","三隅"
"523111","47754","山口","萩"
"523116","0703","島根","三隅"
"523117","0703","島根","三隅"
"523126","0703","島根","三隅"
"523127","0703","島根","三隅"
"523200","1321","島根","弥栄"
"523201","1262","広島","八幡"
"523202","1257","広島","王泊"
"523203","0676","広島","大朝"
"523204","1583","広島","美土里"
"523205","0949","広島","甲田"
"523206","0949","広島","甲田"
"523207","0674","広島","三次"
"523210","1321","島根","弥栄"
"523211","1175","島根","波佐"
"523212","1175","島根","波佐"
"523213","0676","広島","大朝"
"523214","1094","島根","瑞穂"
"523215","1583","広島","美土里"
"523216","0674","広島","三次"
"523217","0674","広島","三次"
"523220","47755","島根","浜田"
"523221","47755","島根","浜田"
"523222","1093","島根","桜江"
"523223","1094","島根","瑞穂"
"523224","1094","島根","瑞穂"
"523225","1582","広島","君田"
"523226","1582","広島","君田"
"523227","0675","広島","庄原"
"523230","47755","島根","浜田"
"523231","47755","島根","浜田"
"523232","1093","島根","桜江"
"523233","0701","島根","川本"
"523234","0701","島根","川本"
"523235","1320","島根","赤名"
"523236","1582","広島","君田"
"523237","0947","広島","高野"
"523241","1336","島根","福光"
"523242","1336","島根","福光"
"523243","0701","島根","川本"
"523244","0701","島根","川本"
"523245","1320","島根","赤名"
"523246","0947","広島","高野"
"523247","0947","広島","高野"
"523252","1336","島根","福光"
"523253","0697","島根","大田"
"523254","0697","島根","大田"
"523255","0954","島根","佐田"
"523256","0698","島根","掛合"
"523257","0947","広島","高野"
"523263","0697","島根","大田"
"523264","0697","島根","大田"
"523265","0954","島根","佐田"
"523266","0698","島根","掛合"
"523267","0696","島根","大東"
"523274","0697","島根","大田"
"523275","1310","島根","出雲"
"523276","1310","島根","出雲"
"523277","0696","島根","大東"
"523300","0679","広島","上下"
"523301","0679","広島","上下"
"523302","1325","広島","油木"
"523303","0665","岡山","佐屋"
"523304","0930","岡山","高梁"
"523305","0930","岡山","高梁"
"523306","1531","岡山","日応寺"
"523307","47768","岡山","岡山"
"523310","0675","広島","庄原"
"523311","1325","広島","油木"
"523312","1325","広島","油木"
"523313","0661","岡山","陣山"
"523314","0930","岡山","高梁"
"523315","1585","岡山","吉備中央"
"523316","1531","岡山","日応寺"
"523317","1531","岡山","日応寺"
"523320","0675","広島","庄原"
"523321","0948","広島","東城"
"523322","0948","広島","東城"
"523323","0658","岡山","新見"
"523324","0658","岡山","新見"
"523325","1585","岡山","吉備中央"
"523326","0663","岡山","福渡"
"523327","0663","岡山","福渡"
"523330","0675","広島","庄原"
"523331","0948","広島","東城"
"523332","0948","広島","東城"
"523333","0658","岡山","新見"
"523334","0929","岡山","下呰部"
"523335","0929","岡山","下呰部"
"523336","1618","岡山","旭西"
"523337","0663","岡山","福渡"
"523340","0671","広島","道後山"
"523341","0671","広島","道後山"
"523342","1330","岡山","千屋"
"523343","1330","岡山","千屋"
"523344","0929","岡山","下呰部"
"523345","0656","岡山","久世"
"523346","0656","岡山","久世"
"523347","47756","岡山","津山"
"523350","0699","島根","横田"
"523351","1304","鳥取","茶屋"
"523352","1304","鳥取","茶屋"
"523353","1330","岡山","千屋"
"523354","1330","岡山","千屋"
"523355","0656","岡山","久世"
"523356","1584","岡山","富"
"523357","47756","岡山","津山"
"523360","0699","島根","横田"
"523361","1304","鳥取","茶屋"
"523362","1304","鳥取","茶屋"
"523363","1389","鳥取","江尾"
"523364","1389","鳥取","江尾"
"523365","1328","岡山","上長田"
"523366","1584","岡山","富"
"523367","1371","岡山","恩原"
"523370","0696","島根","大東"
"523371","1095","島根","伯太"
"523372","1095","島根","伯太"
"523373","1389","鳥取","江尾"
"523374","1389","鳥取","江尾"
"523375","1328","岡山","上長田"
"523376","1328","岡山","上長田"
"523377","1371","岡山","恩原"
"523400","0668","岡山","虫明"
"523401","0668","岡山","虫明"
"523402","0668","岡山","虫明"
"523403","0624","兵庫","家島"
"523404","0624","兵庫","家島"
"523405","47769","兵庫","姫路"
"523406","0625","兵庫","明石"
"523407","0625","兵庫","明石"
"523410","0664","岡山","和気"
"523411","0664","岡山","和気"
"523412","0619","兵庫","上郡"
"523413","0619","兵庫","上郡"
"523414","47769","兵庫","姫路"
"523415","47769","兵庫","姫路"
"523416","0625","兵庫","明石"
"523417","1227","兵庫","三木"
"523420","0660","岡山","赤磐"
"523421","0664","岡山","和気"
"523422","0619","兵庫","上郡"
"523423","0619","兵庫","上郡"
"523424","47769","兵庫","姫路"
"523425","47769","兵庫","姫路"
"523426","0968","兵庫","福崎"
"523427","0956","兵庫","西脇"
"523430","0660","岡山","赤磐"
"523431","0660","岡山","赤磐"
"523432","0617","兵庫","佐用"
"523433","0617","兵庫","佐用"
"523434","47769","兵庫","姫路"
"523435","0968","兵庫","福崎"
"523436","0968","兵庫","福崎"
"523437","0956","兵庫","西脇"
"523440","47756","岡山","津山"
"523441","1140","岡山","奈義"
"523442","0617","兵庫","佐用"
"523443","0617","兵庫","佐用"
"523444","0615","兵庫","一宮"
"523445","0615","兵庫","一宮"
"523446","0968","兵庫","福崎"
"523447","0956","兵庫","西脇"
"523450","47756","岡山","津山"
"523451","1140","岡山","奈義"
"523452","0655","岡山","今岡"
"523453","0655","岡山","今岡"
"523454","0615","兵庫","一宮"
"523455","0613","兵庫","生野"
"523456","0613","兵庫","生野"
"523457","0614","兵庫","柏原"
"523460","1371","岡山","恩原"
"523461","0718","鳥取","智頭"
"523462","0718","鳥取","智頭"
"523463","1178","鳥取","若桜"
"523464","0615","兵庫","一宮"
"523465","0613","兵庫","生野"
"523466","0613","兵庫","生野"
"523467","0614","兵庫","柏原"
"523470","1385","鳥取","佐治"
"523471","0718","鳥取","智頭"
"523472","0718","鳥取","智頭"
"523473","1178","鳥取","若桜"
"523474","0967","兵庫","大屋"
"523475","0967","兵庫","大屋"
"523476","0612","兵庫","和田山"
"523477","0612","兵庫","和田山"
"523500","1227","兵庫","三木"
"523501","47770","兵庫","神戸"
"523502","1588","兵庫","西宮"
"523503","47772","大阪","大阪"
"523504","47772","大阪","大阪"
"523505","0604","大阪","生駒山"
"523506","47780","奈良","奈良"
"523507","47780","奈良","奈良"
"523510","1227","兵庫","三木"
"523511","0969","兵庫","三田"
"523512","1588","兵庫","西宮"
"523513","0602","大阪","豊中"
"523514","1602","大阪","茨木"
"523515","1065","大阪","枚方"
"523516","0598","京都","京田辺"
"523517","47780","奈良","奈良"
"523520","1227","兵庫","三木"
"523521","0969","兵庫","三田"
"523522","0969","兵庫","三田"
"523523","0600","大阪","能勢"
"523524","1602","大阪","茨木"
"523525","1025","京都","長岡京"
"523526","0598","京都","京田辺"
"523527","0586","滋賀","大津"
"523530","0956","兵庫","西脇"
"523531","0969","兵庫","三田"
"523532","0618","兵庫","後川"
"523533","0600","大阪","能勢"
"523534","1025","京都","長岡京"
"523535","1025","京都","長岡京"
"523536","47759","京都","京都"
"523537","0586","滋賀","大津"
"523540","0956","兵庫","西脇"
"523541","0618","兵庫","後川"
"523542","0618","兵庫","後川"
"523543","0596","京都","園部"
"523544","0596","京都","園部"
"523545","47759","京都","京都"
"523546","47759","京都","京都"
"523547","0586","滋賀","大津"
"523550","0614","兵庫","柏原"
"523551","1383","京都","三和"
"523552","1378","京都","須知"
"523553","0596","京都","園部"
"523554","0928","京都","京北"
"523555","0928","京都","京北"
"523556","47759","京都","京都"
"523557","1083","滋賀","南小松"
"523560","0614","兵庫","柏原"
"523561","1383","京都","三和"
"523562","0966","京都","本庄"
"523563","0966","京都","本庄"
"523564","1303","京都","美山"
"523565","0928","京都","京北"
"523566","1578","滋賀","朽木平良"
"523567","1083","滋賀","南小松"
"523570","0593","京都","福知山"
"523571","0593","京都","福知山"
"523572","1671","京都","綾部山家"
"523573","0966","京都","本庄"
"523574","1303","京都","美山"
"523575","1578","滋賀","朽木平良"
"523576","1578","滋賀","朽木平良"
"523577","1083","滋賀","南小松"
"523600","47649","三重","上野"
"523601","47649","三重","上野"
"523602","0505","三重","笠取山"
"523603","47651","三重","津"
"523604","47651","三重","津"
"523606","0984","愛知","南知多"
"523607","0984","愛知","南知多"
"523610","47649","三重","上野"
"523611","47649","三重","上野"
"523612","0505","三重","笠取山"
"523613","47651","三重","津"
"523614","47651","三重","津"
"523616","1555","愛知","セントレア"
"523617","0984","愛知","南知多"
"523620","0964","滋賀","信楽"
"523621","0587","滋賀","土山"
"523622","0587","滋賀","土山"
"523623","0503","三重","亀山"
"523624","47684","三重","四日市"
"523625","1555","愛知","セントレア"
"523626","1555","愛知","セントレア"
"523627","0469","愛知","一色"
"523630","0964","滋賀","信楽"
"523631","0587","滋賀","土山"
"523632","0587","滋賀","土山"
"523633","0503","三重","亀山"
"523634","47684","三重","四日市"
"523635","0500","三重","桑名"
"523636","1638","愛知","大府"
"523637","1638","愛知","大府"
"523640","0584","滋賀","近江八幡"
"523641","0963","滋賀","東近江"
"523642","0963","滋賀","東近江"
"523643","0499","三重","北勢"
"523644","0500","三重","桑名"
"523645","0500","三重","桑名"
"523646","0983","愛知","蟹江"
"523647","1638","愛知","大府"
"523650","0584","滋賀","近江八幡"
"523651","0963","滋賀","東近江"
"523652","0963","滋賀","東近江"
"523653","0499","三重","北勢"
"523654","0499","三重","北勢"
"523655","0500","三重","桑名"
"523656","0983","愛知","蟹江"
"523657","47636","愛知","名古屋"
"523660","0584","滋賀","近江八幡"
"523661","47761","滋賀","彦根"
"523662","47761","滋賀","彦根"
"523663","1059","岐阜","上石津"
"523664","0499","三重","北勢"
"523665","1346","愛知","愛西"
"523666","0983","愛知","蟹江"
"523667","47636","愛知","名古屋"
"523670","1083","滋賀","南小松"
"523671","47761","滋賀","彦根"
"523672","47761","滋賀","彦根"
"523673","1059","岐阜","上石津"
"523674","0496","岐阜","大垣"
"523675","0496","岐阜","大垣"
"523676","0460","愛知","一宮"
"523677","0460","愛知","一宮"
"523700","0469","愛知","一色"
"523701","0472","愛知","田原"
"523702","0470","愛知","豊橋"
